id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,restUjohnson,restVjohnson
3837,188.99614672,62.15448678,2.50803,5.806,2.3538,0.345823,0,0.17655,0.0117411,0.0,-99.0,-99.0,-18.932031,-19.643677,-1,0.7403,-1.0,3,0.7403,9.45,-99.0,-99.0,0.61378,0.88,2.50803,0.430836,-3.28857,-1.0059,0.981,,
3525,189.30846489,62.15332609,2.02659,286.3,2.2061,0.0642625,0,0.604134,0.011215,0.8,-99.0,-99.0,-18.809844,-20.583294,-1,0.8952,-1.0,3,0.8952,10.28,4.2352,3.932,0.30322,0.88,2.02659,1.10032,-3.28857,2.2497,1.462,,
3919,189.24718297,62.15496449,0.0542382,0.05386,3.7661,0.917098,0,0.065748,0.0111917,0.1,0.08066,0.23677,-15.600654,-16.070174,-1,0.6327,-1.0,3,0.6327,7.55,0.33149,0.26642,0.06507,0.52,0.0542382,0.000559973,-1.16663,-2.2259,0.0,,
3901,189.12129583,62.15488921,0.106419,0.735,2.8882,0.793396,0,0.165456,0.0213599,0.0,0.00816,0.16474,-16.388808,-17.944522,-1,0.8594,-1.0,3,0.8594,9.11,-99.0,-99.0,0.04114,0.86,0.106419,0.0121731,-3.16115,0.8491,2.442,,
3907,189.08792953,62.15484105,0.856811,0.998,0.8318,0.19217,0,0.09834,0.00661879,0.2,0.22851,0.47812,-18.321481,-18.865073,-1,0.8505,-1.0,3,0.8505,8.94,-99.0,-99.0,0.44773,0.94,0.856811,0.0725994,-3.91523,-1.7659,0.564,,
3676,189.02402663,62.1539782,0.412682,0.6534,1.9586,0.172075,0,0.68325,0.0398064,0.2,0.38258,1.93395,-17.467381,-18.55914,0,0.5109,-1.0,3,0.5109,9.01,0.35918,0.14871,0.21047,0.47,0.412682,0.0636809,-0.891083,-1.3564,0.874,,
3940,189.12812826,62.15511016,0.472611,0.5406,0.805,0.313207,0,0.108372,0.0132178,0.0,0.0897,0.19861,-17.495766,-18.146937,-1,0.9538,-1.0,3,0.9538,8.63,0.45574,0.20933,0.24641,1.11,0.472611,0.0329428,-7.22869,-1.768,0.57,,
3892,189.24059243,62.15496438,24.2904,16.65,0.5763,0.13672,0,0.235698,0.0155589,0.5,-99.0,0.17584,-20.921013,-21.492689,-1,0.6002,-1.0,3,0.6002,8.19,-99.0,-99.0,0.011613,4.29,24.2904,1.26447,-0.0,-1.6515,1.202,,
3335,189.03645274,62.15255847,9.74599,9.74599,4.8268,0.0698578,0,0.590466,0.00478125,0.8,0.66215,7.63195,-20.445644,-22.116461,0,0.8044,-1.0,3,0.8044,10.8,8.2918,7.1466,1.1452,0.84,10.6078,1.21626,7.92486,-0.1958,1.998,,
3338,189.13729348,62.15269401,2.46332,20.52,2.9255,0.0275928,0,0.504504,0.00260253,0.7,0.46357,9.99348,-20.766487,-22.538364,0,0.8457,0.8457,1,0.8145,10.89,2.0572,0.93809,1.1191,0.85,2.46332,0.450004,-3.11707,0.1191,1.228,,
3858,189.24291886,62.15483249,0.228273,0.6479,2.253,0.286211,0,0.179472,0.0105419,0.4,0.12327,0.44211,-16.328786,-17.230598,-1,0.5454,-1.0,3,0.5454,8.11,-99.0,-99.0,0.094159,0.54,0.228273,0.0342308,-1.28334,-0.8251,1.007,,
3947,189.0004032,62.15500801,3.63931,7.492,2.0602,0.900245,0,0.3885,0.0885309,0.0,0.08882,0.16735,-18.954133,-19.637169,-1,0.8746,-1.0,3,0.8746,8.72,-99.0,-99.0,0.16525,1.62,3.63931,1.36424,-22.4292,-0.793,1.548,,
3959,189.02066659,62.1551107,0.00175788,9.289,0.5673,0.210225,0,0.055548,0.00793384,0.5,0.02111,0.1577,-11.863263,-13.881869,-1,0.595,-1.0,3,0.595,8.04,-99.0,-99.0,0.039106,0.24,0.00175788,0.0019125,-0.148928,4.7798,1.462,,
3941,189.08178169,62.15516551,1.53277,14.58,1.9909,0.875352,0,0.1701,0.0370961,0.2,0.00448,0.07963,-16.906913,-18.083611,-1,0.9215,-1.0,3,0.9215,8.85,0.3519,0.30701,0.044889,1.14,1.53277,0.170745,-7.95405,1.0904,2.442,,
3958,189.00552066,62.1551705,0.446188,0.4214,0.2,0.0867407,2,0.384282,0.0456873,0.0,0.18497,0.36046,-17.763287,-18.142639,-1,0.8307,-1.0,3,0.8307,8.48,0.76795,0.38703,0.38092,0.87,0.446188,0.00718048,-3.21847,-2.1563,0.175,,
3790,189.13337651,62.15475137,9.33848,9.33848,2.5136,0.102534,0,0.667284,0.0182586,3.0,0.1137,1.23054,-18.457466,-20.112492,0,0.84227,-1.0,2,1.0077,10.17,8.5896,8.4139,0.17577,0.85,3.2374,0.169504,8.96283,0.2259,2.378,,
3989,189.28822219,62.15544042,0.150462,0.1634,0.5299,0.234677,0,0.131982,0.0257861,0.1,0.03708,0.06898,-16.349759,-16.950244,-1,0.8399,-1.0,3,0.8399,8.0,0.35328,0.27911,0.074166,1.03,0.150462,0.0103169,-5.44153,-1.9255,0.398,,
3995,189.06267061,62.15539147,1.62578,2.356,0.3902,0.478561,0,0.125682,0.0710476,0.0,0.05303,0.06624,-18.060394,-18.224244,-1,0.8243,-1.0,3,0.8243,7.88,-99.0,-99.0,0.047467,2.04,1.62578,0.197843,-26.6894,-1.4366,0.831,,
4001,189.13352214,62.15553146,3.09781,4.365,1.7674,1.72041,0,0.31347,0.183832,0.2,0.05256,0.11805,-18.019218,-18.324175,-1,0.9193,-1.0,3,0.9193,8.2,0.30296,0.19739,0.10557,1.53,3.09781,1.97126,-22.0009,-0.6755,1.225,,
4011,189.14372206,62.15555641,0.134381,0.1325,1.1192,0.76309,0,0.175962,0.0431815,0.3,0.07432,0.12867,-16.636858,-16.977789,-1,0.9506,-1.0,3,0.9506,7.95,-99.0,-99.0,0.222,0.85,0.134381,0.00264031,-3.11707,-2.2628,0.0,,
4010,189.00142079,62.15539801,0.00317169,0.02601,1.5668,1.25358,0,0.211368,0.0788354,0.0,0.02627,0.07758,-11.447003,-12.654316,-1,0.9075,-1.0,3,0.9075,8.37,0.058912,0.0086844,0.050228,0.17,0.00317169,0.000582063,-0.0633679,0.1019,1.221,,
3877,189.01960054,62.15498576,1.47426,1.855,0.7096,0.124349,0,0.393342,0.019423,0.2,0.35136,0.8445,-18.567578,-19.171788,0,0.86731,-1.0,2,0.8424,9.03,-99.0,-99.0,0.66771,0.87,1.47426,0.137355,-3.21847,-1.5883,0.744,,
4025,189.2396257,62.15567945,0.547832,1.151,0.8591,0.528328,0,0.2406,0.0819878,0.0,0.02042,0.05295,-16.665944,-16.969151,-1,0.8712,-1.0,3,0.8712,7.76,0.22058,0.15215,0.068424,1.3,0.547832,0.0776044,-14.4065,-1.0728,0.968,,
3965,189.09628915,62.15541678,0.0303419,184.5,0.7879,0.280167,0,0.218052,0.0184822,0.1,0.03386,0.27582,-16.855134,-18.231295,-1,0.8597,-1.0,3,0.8597,8.91,0.77976,0.69106,0.088704,0.7,0.0303419,0.0378642,-2.21081,5.5148,2.442,,
3925,189.11074468,62.15532065,0.255393,0.3572,0.8208,0.0773896,0,0.28158,0.00825086,1.3,0.19077,0.78762,-16.740631,-17.805625,0,0.53112,-1.0,2,0.496,8.55,0.19811,0.061911,0.1362,0.53,0.255393,0.029641,-1.22449,-1.478,0.805,,
3949,189.28351554,62.15539736,0.752118,0.7429,0.6366,0.0703523,0,0.281826,0.00686328,0.2,0.26952,0.53238,-18.205815,-18.774275,-1,0.9353,-1.0,3,0.9353,8.78,0.70957,0.06894,0.64063,0.91,0.752118,0.0331508,-3.5598,-2.1108,0.214,,
4034,189.21270983,62.15572898,0.84701,1.78,7.6363,6.02178,2,0.082278,0.0489338,0.5,0.00573,0.04008,-16.531965,-17.108127,-1,0.9016,-1.0,3,0.9016,7.92,-99.0,-99.0,0.045577,1.26,0.84701,0.119985,-12.363,-1.0728,0.968,,
4028,189.15026061,62.15570276,0.273169,0.5279,0.2,0.141303,2,0.077946,0.0241706,0.0,0.03744,0.09892,-16.012961,-16.558713,-1,0.9224,-1.0,3,0.9224,8.1,-99.0,-99.0,0.11632,0.79,0.273169,0.0358412,-2.84795,-1.142,0.952,,
3969,189.26256987,62.15556407,0.392228,0.4569,1.2824,0.388538,0,0.6105,0.0986591,0.0,0.12378,0.27077,-17.195762,-17.77596,-1,0.7848,-1.0,3,0.7848,8.35,-99.0,-99.0,0.20511,0.85,0.392228,0.0332343,-3.11707,-1.7659,0.564,,
4008,189.04795614,62.15549475,0.441588,2.342,0.3769,0.133986,2,0.164676,0.0158092,0.2,0.02584,0.24988,-17.0247,-17.896798,-1,0.8077,-1.0,3,0.8077,8.65,-99.0,-99.0,0.090612,0.86,0.441588,0.0738889,-3.16115,-0.0877,1.15,,
4031,189.12277911,62.15571535,0.207683,0.4821,8.0,3.1412,2,0.495036,0.149089,0.2,0.02164,0.10297,-16.527686,-17.461991,-1,0.7013,-1.0,3,0.7013,8.77,0.20555,0.1687,0.036849,0.96,0.207683,0.0264454,-4.19636,-0.8741,1.138,,
3796,189.1616453,62.15491789,0.336878,6000.0,2.6205,0.108249,0,0.098526,0.00162904,0.1,0.07699,1.41306,-18.658166,-20.355327,0,0.84596,-1.0,2,0.8484,10.2,0.8663,0.65047,0.21583,0.84,0.336878,0.377478,-3.08101,6.3568,2.442,,
3994,189.11881783,62.15583644,0.02719,0.1308,8.0,4.82559,2,0.018,0.00871155,0.4,0.03296,0.20748,-14.966415,-16.323626,-1,0.5147,-1.0,3,0.5147,8.3,0.21654,0.19346,0.023074,0.51,0.02719,0.00549633,-1.10949,-0.4144,1.064,,
3855,189.04950408,62.15501093,0.309941,0.532,2.8544,0.147262,0,0.078534,0.00151616,0.5,0.08052,1.17197,-18.294506,-19.915418,0,0.80489,-1.0,2,0.7979,9.93,0.55586,0.42465,0.13121,0.8,0.309941,0.021597,-2.90674,-1.1519,1.022,,
4052,189.06156856,62.15593681,0.646759,0.7293,0.7198,0.251524,0,0.189402,0.0175724,0.1,0.15155,0.26806,-17.876136,-18.400477,-1,0.8732,-1.0,3,0.8732,8.56,-99.0,-99.0,0.27686,1.01,0.646759,0.0542111,-5.0491,-1.8489,0.479,,
4078,189.24942463,62.15614333,0.0645293,0.07916,0.8561,0.373369,0,0.249426,0.0581392,0.0,0.02294,0.0895,-14.944309,-15.204881,-1,0.6423,-1.0,3,0.6423,7.38,0.21429,0.18852,0.025765,0.56,0.0645293,0.00652353,-1.40504,-1.6751,0.651,,
3998,189.03893185,62.15578604,0.146004,0.1833,0.6049,0.295715,0,0.384552,0.0532069,0.0,0.06444,0.26209,-16.577112,-17.247285,-1,0.6587,-1.0,3,0.6587,8.34,0.14007,0.017975,0.1221,0.69,0.146004,0.0180915,-2.14546,-1.6591,0.666,,
4087,189.06424206,62.15611834,1.73469,3.452,0.2,0.271807,2,0.212604,0.134768,0.4,0.03413,0.04772,-18.114205,-18.439262,-1,0.9305,-1.0,3,0.9305,7.56,-99.0,-99.0,0.081385,2.22,1.73469,0.230043,-34.9049,-1.1162,0.958,,
4005,189.30506561,62.15586549,0.943523,1.1,1.7699,0.246137,0,0.198402,0.0105878,0.3,0.18096,0.38684,-18.057058,-18.921075,-1,0.9993,-1.0,3,0.9993,9.09,1.737,1.3116,0.4254,1.07,0.943523,0.018472,-6.30324,-1.6407,0.697,,
4104,189.14174836,62.15632602,0.122456,0.3469,1.9928,1.87014,0,0.142878,0.0829793,0.0,-99.0,0.04785,-14.102853,-15.507092,-1,0.6807,-1.0,3,0.6807,7.94,0.1248,0.12155,0.0032521,0.66,0.122456,0.018204,-1.96528,-0.8259,1.007,,
4086,189.01708064,62.15610861,18.8931,12.69,2.37,1.03401,0,0.17856,0.0426942,0.9,0.02673,0.17518,-20.764966,-21.330002,-1,0.5639,-1.0,3,0.5639,8.02,0.31048,0.28761,0.022866,3.54,18.8931,0.407842,-549.564,-1.5947,1.33,,
4103,189.25237227,62.15635452,0.136774,0.2409,0.2573,0.116218,0,0.080616,0.016554,0.0,0.03305,0.06173,-15.389851,-15.814484,-1,0.7949,-1.0,3,0.7949,7.73,-99.0,-99.0,0.063492,0.72,0.136774,0.0199669,-2.3487,-1.2391,0.922,,
4105,189.14672981,62.15633822,0.0327193,0.06989,0.2,0.108963,2,0.164562,0.0366925,0.5,0.02997,0.14506,-14.592303,-15.591049,-1,0.5421,-1.0,3,0.5421,7.72,-99.0,-99.0,0.021501,0.47,0.0327193,0.00546774,-0.891083,-1.073,0.968,,
4118,189.00048278,62.15628397,0.18104,0.1709,8.0,5.74112,2,0.094146,0.0437438,0.0,0.06357,0.10473,-16.62559,-17.027268,-1,0.8792,-1.0,3,0.8792,8.06,-99.0,-99.0,0.15449,0.92,0.18104,0.00309703,-3.66947,-2.1563,0.177,,
4037,189.0225158,62.15603346,0.212762,0.3743,1.2157,0.376981,0,0.417696,0.055512,0.4,0.18486,0.56473,-16.408096,-17.152729,-1,0.5406,-1.0,3,0.5406,8.16,-99.0,-99.0,0.13348,0.47,0.212762,0.0236382,-0.891083,-1.218,0.929,,
4120,189.20844161,62.15648675,0.232506,0.6464,2.4812,0.868129,0,0.062826,0.0141474,0.1,0.04685,0.11044,-16.277472,-16.78427,-1,0.8804,-1.0,3,0.8804,8.05,0.10873,0.021582,0.087152,0.82,0.232506,0.0283297,-3.00611,-0.8271,1.006,,
3933,189.25802401,62.15572677,0.508129,0.6464,0.7713,0.0942722,1,0.3432,0.0135022,0.5,0.34416,0.95525,-17.489528,-18.24232,0,0.65367,-1.0,2,0.6129,8.48,-99.0,-99.0,0.3806,0.57,0.508129,0.0549739,-1.46752,-1.6154,0.704,,
4119,189.10009033,62.15645368,0.241951,2.762,8.0,5.57429,2,0.302952,0.148805,0.0,-99.0,0.11672,-16.139318,-17.335539,-1,0.5727,-1.0,3,0.5727,8.1,0.064692,0.059876,0.0048159,0.9,0.241951,0.0392904,-3.45996,0.4669,1.376,,
3977,189.26232947,62.15597163,0.216073,0.2309,0.875,0.120785,0,0.336198,0.0155614,0.5,0.18939,0.49169,-16.805928,-17.478614,-1,0.5348,-1.0,3,0.5348,8.03,0.13119,0.0066258,0.12456,0.57,0.216073,0.0119798,-1.46752,-1.9451,0.377,,
4131,189.30648751,62.1565247,0.811799,1.138,1.0318,0.74643,2,0.220896,0.100938,0.0,0.02338,0.07728,-16.441379,-17.118409,-1,0.847,-1.0,3,0.847,8.22,0.52511,0.49312,0.031989,1.59,0.811799,0.461598,-22.5509,-1.4825,1.077,,
2921,189.13261147,62.15183336,28.9564,28.9564,4.3972,0.0291395,0,0.584106,0.00212003,0.8,1.35022,25.48738,-21.770955,-23.528667,0,0.8447,0.8447,1,0.8194,11.31,9.3023,6.203,3.0993,0.84,33.2272,30.1203,26.6285,3.4202,3.424,,
4157,189.30164911,62.1566815,0.197062,0.4913,1.941,0.817973,0,0.206256,0.0508453,0.0,0.06233,0.11093,-15.932436,-16.316905,-1,0.9697,-1.0,3,0.9697,8.08,-99.0,-99.0,0.18647,0.69,0.197062,0.0304065,-2.14546,-0.9342,0.992,,
4071,189.12315328,62.15637146,0.403465,0.4356,0.7782,0.133053,0,0.226512,0.00881267,0.1,0.13927,0.55931,-17.849251,-18.849268,0,0.83492,-1.0,2,0.8977,9.08,1.1111,0.78012,0.33094,0.83,0.403465,0.000728944,-3.04584,-1.791,0.546,,
4015,189.04733176,62.1560781,0.749108,0.971,0.8035,0.0581716,0,0.271422,0.00637747,0.3,0.40892,1.31535,-17.968501,-18.774503,0,0.6315,-1.0,2,0.6193,9.03,0.51885,0.14515,0.3737,0.61,0.749108,0.0732632,-1.70526,-1.5722,0.738,,
4156,189.02675248,62.15668135,0.213306,0.4652,1.6709,0.603536,0,0.621168,0.121559,0.1,0.15976,0.48226,-16.388443,-17.123249,-1,0.5913,-1.0,3,0.5913,8.09,-99.0,-99.0,0.14849,0.49,0.213306,0.0347346,-0.997621,-1.0524,0.972,,
4124,189.14095534,62.15661552,0.354379,1.117,4.4296,0.909216,0,0.183894,0.0204691,0.2,0.01346,0.30518,-16.365243,-18.128613,-1,0.7998,-1.0,3,0.7998,9.09,0.38798,0.33628,0.051698,0.92,0.354379,0.0734343,-3.66947,-0.5946,1.266,,
4168,189.08485682,62.15681706,0.10556,0.1072,1.3053,0.504704,0,0.093822,0.0110809,0.0,0.00871,0.13015,-15.99502,-17.59119,-1,0.6533,-1.0,3,0.6533,9.06,-99.0,-99.0,0.010603,0.83,0.10556,2.5576e-05,-3.04584,-1.9742,0.348,,
3956,189.0971675,62.15611178,2.82509,6.554,0.7375,0.0582539,0,0.463392,0.0101324,0.6,0.36701,1.10419,-19.121268,-19.985975,0,0.9701,0.9701,1,0.9356,9.51,1.7412,0.67517,1.066,0.97,2.82509,0.22406,-4.35033,-0.9534,0.989,,
3780,189.21895448,62.15547872,3.40177,3.40177,3.9319,0.0379268,0,0.179646,0.000878785,0.2,0.14751,4.1391,-20.33767,-22.024198,0,0.9543,0.9543,1,0.9178,10.66,3.7586,2.7051,1.0536,0.95,1.99798,2.45188,3.00801,5.2908,2.442,,
4161,189.21462902,62.15695751,0.30654,3.295,1.5673,0.634912,0,0.348498,0.0673111,0.8,0.03647,0.20459,-16.219618,-17.02466,-1,0.6343,-1.0,3,0.6343,7.9,-99.0,-99.0,0.074288,0.7,0.30654,0.0511146,-2.21081,0.4011,1.349,,
3791,189.28124814,62.15553991,21.119,21.119,0.5252,0.00797357,0,0.57033,0.00225596,1.2,0.38395,2.36938,-19.834766,-21.073892,0,0.79499,-1.0,2,0.9272,10.19,13.257,12.521,0.7366,0.96,45.703,0.875238,19.1941,0.9217,3.424,,
4210,189.10353122,62.15708932,0.265527,0.3052,0.7014,0.723391,0,0.07134,0.0360397,0.2,0.0166,0.05047,-16.799195,-17.436935,-1,0.9895,-1.0,3,0.9895,8.21,0.27206,0.20326,0.068795,1.25,0.265527,0.0128943,-11.892,-1.7396,0.59,,
4225,189.26637754,62.15721974,0.0493135,0.09153,0.4956,0.230444,0,0.165492,0.0321578,0.0,0.01768,0.06659,-13.882061,-14.629942,-1,0.5174,-1.0,3,0.5174,7.73,0.099259,0.085784,0.013475,0.45,0.0493135,0.00681967,-0.791259,-1.1837,0.94,,
4228,189.04572678,62.15712683,0.0242667,0.14,0.3373,0.17781,2,0.239748,0.0522831,0.0,0.13525,0.29663,-13.711938,-14.270768,-1,0.6282,-1.0,3,0.6282,7.87,0.4356,0.26114,0.17445,0.2,0.0242667,0.00477746,-0.094367,-0.2501,1.101,,
4184,189.02407565,62.1570191,0.0168251,0.01886,2.1861,0.7305,0,0.25119,0.0430936,0.0,0.06718,0.24943,-14.268837,-15.411243,-1,0.5389,-1.0,3,0.5389,8.02,-99.0,-99.0,0.049864,0.33,0.0168251,0.00168088,-0.339298,-1.8955,0.429,,
4233,189.09111574,62.1572434,11.3882,10.62,2.7313,2.24829,0,0.182352,0.0843617,1.1,-99.0,0.06749,-19.925816,-20.53638,-1,0.6743,-1.0,3,0.6743,7.99,-99.0,-99.0,0.024582,4.19,11.3882,0.42096,-0.0,-1.3484,1.375,,
4247,189.06551817,62.15736484,0.00702538,0.007873,2.1186,1.37611,0,0.193776,0.0720473,0.3,0.03043,0.11917,-13.253925,-14.517335,-1,0.5415,-1.0,3,0.5415,7.6,-99.0,-99.0,0.019747,0.32,0.00702538,0.000701855,-0.31283,-1.8955,0.429,,
4251,189.05654143,62.15738483,0.255712,0.2824,3.145,2.2394,0,0.19626,0.0788231,0.0,0.08633,0.13341,-17.074517,-17.563421,-1,0.889,-1.0,3,0.889,8.17,-99.0,-99.0,0.10007,0.95,0.255712,0.0142278,-4.0512,-1.854,0.473,,
4036,189.10209646,62.15671636,1.08742,3.877,4.3548,0.811981,1,1.06121,0.15451,1.0,0.18046,0.74066,-17.857842,-18.800994,0,0.7463,-1.0,2,0.7353,8.79,-99.0,-99.0,0.29455,0.73,1.08742,0.114304,-2.42058,-0.3492,1.417,,
4255,189.20517213,62.1575254,0.0299379,0.1453,1.2024,0.562089,0,0.299184,0.0801121,0.3,0.01167,0.14629,-13.691261,-15.182148,-1,0.5065,-1.0,3,0.5065,7.7,0.11702,0.1081,0.0089169,0.4,0.0299379,0.00599549,-0.571347,-0.4058,1.066,,
4177,189.04085011,62.15717865,16.3024,20.65,1.4627,0.36397,0,0.157656,0.0125066,1.2,0.13012,0.44686,-20.982719,-21.372616,-1,0.5373,-1.0,3,0.5373,8.19,-99.0,-99.0,0.094271,2.75,16.3024,0.53474,-102.744,-1.5058,0.812,,
4259,189.27853781,62.1575784,0.260199,0.2584,7.593,1.58437,2,0.068988,0.00962643,0.0,0.12569,0.20257,-17.362348,-17.608735,-1,0.7867,-1.0,3,0.7867,7.8,0.96593,0.74402,0.22191,0.9,0.260199,0.00268638,-3.45996,-2.2259,0.0,,
4204,188.990624,62.15710074,0.471762,0.5422,8.0,1.80165,2,1.28938,0.238117,0.1,-99.0,0.93566,-17.74391,-18.694082,-1,0.7551,-1.0,3,0.7551,9.1,2.0942,1.7476,0.34659,0.74,0.471762,0.0411614,-2.49385,-1.7874,0.55,,
4265,189.25395238,62.1576559,0.0840044,0.1069,0.5665,0.390186,0,0.166752,0.0585663,0.0,0.01396,0.03822,-14.314918,-14.89351,-1,0.8367,-1.0,3,0.8367,7.96,0.37474,0.31967,0.055068,0.59,0.0840044,0.00951395,-1.5914,-1.6214,0.699,,
4020,189.12522915,62.15664719,30.6609,30.6609,2.1868,0.05997,0,0.109254,0.00124121,0.6,0.15627,2.23308,-19.651863,-21.143783,0,0.9542,0.9542,1,0.9126,10.24,29.507,28.681,0.82673,0.95,5.68116,0.285135,30.1638,-0.0443,2.683,,
4201,189.21372601,62.15733325,0.0903061,0.08967,0.9689,0.199132,0,0.179022,0.00902613,0.3,0.13369,0.39972,-16.30327,-17.092853,-1,0.538,-1.0,3,0.538,8.21,-99.0,-99.0,0.11105,0.53,0.0903061,0.000904307,-1.22449,-2.2519,0.0,,
4272,189.16298808,62.15768852,0.344248,0.4379,2.7426,1.18495,0,0.071778,0.0148856,0.8,0.0887,0.17528,-16.960673,-17.608876,-1,0.943,-1.0,3,0.943,8.38,0.32268,0.11696,0.20572,0.88,0.344248,0.0372437,-3.28857,-1.6154,0.704,,
3993,189.23908721,62.15663032,24.7728,24.7728,0.6548,0.0236155,0,0.56133,0.00562997,1.8,0.14278,0.88503,-18.786703,-20.093101,0,0.97289,-1.0,2,0.9553,9.82,5.8261,5.3387,0.48732,0.97,6.63674,0.368671,24.1748,-0.082,2.655,,
4141,189.11491447,62.15715245,1.26477,2.93,1.4478,0.120356,0,0.16245,0.00487476,1.2,0.22311,0.96313,-18.400462,-19.442833,0,0.84596,-1.0,2,0.8239,9.24,0.92825,0.34966,0.57859,0.84,1.26477,0.139309,-3.08101,-0.8644,1.142,,
4274,189.0941004,62.15773466,0.046889,0.04898,0.7376,0.472175,0,0.249018,0.0543057,0.4,0.05243,0.17268,-15.504418,-16.111527,-1,0.6371,-1.0,3,0.6371,7.89,0.2362,0.16254,0.073656,0.53,0.046889,0.00358735,-1.22449,-2.038,0.282,,
4287,189.17421814,62.15779504,0.104398,0.3702,0.3087,0.308896,0,0.155382,0.0652366,0.0,0.00805,0.06483,-15.491636,-16.544667,-1,0.7423,-1.0,3,0.7423,8.03,-99.0,-99.0,0.010379,0.91,0.104398,0.0211351,-3.5598,-0.6702,1.025,,
4297,189.00015483,62.15765593,0.203905,0.217,1.704,1.13556,0,0.180756,0.0685394,0.1,0.02198,0.10757,-14.947463,-15.857856,-1,0.5869,-1.0,3,0.5869,7.71,-99.0,-99.0,0.021236,0.58,0.203905,0.0101647,-1.5301,-1.9461,0.376,,
4310,189.04164577,62.15777472,0.0552005,0.562,1.4877,1.12233,0,0.164508,0.0676902,0.0,0.01123,0.04874,-13.613939,-14.859535,-1,0.8381,-1.0,3,0.8381,8.03,0.41276,0.38176,0.031007,0.51,0.0552005,0.00941157,-1.10949,0.341,1.323,,
4292,189.01796498,62.15773495,0.0317529,0.03053,8.0,7.43928,2,2.79755,1.87668,0.0,0.04027,0.12893,-14.879246,-15.813094,-1,0.76,-1.0,3,0.76,8.09,0.082837,0.011847,0.07099,0.53,0.0317529,0.000883791,-1.22449,-2.1376,0.192,,
4306,188.99338485,62.15770879,0.149374,0.3447,2.2609,2.31189,0,0.516924,0.300464,0.4,0.04002,0.14139,-16.012847,-16.793726,-1,0.7547,-1.0,3,0.7547,8.27,-99.0,-99.0,0.090509,0.71,0.149374,0.00569504,-2.27866,-0.9345,0.992,,
4309,189.1952119,62.15792169,0.237215,0.2439,1.5304,0.825398,1,0.271398,0.0816424,0.0,0.06581,0.1139,-16.825556,-17.282369,-1,0.9999,-1.0,3,0.9999,8.14,1.1074,0.90353,0.20388,1.01,0.237215,0.00305955,-5.0491,-1.9694,0.352,,
4320,189.16403489,62.15795234,0.0484543,0.05801,0.2,0.140788,2,0.179022,0.0547939,0.0,0.02086,0.08148,-15.466758,-16.38525,-1,0.6886,-1.0,3,0.6886,7.99,-99.0,-99.0,0.035419,0.78,0.0484543,0.00135758,-2.78306,-1.6271,0.694,,
4283,189.19496047,62.15778829,0.48542,0.8102,0.8975,0.300298,1,0.087732,0.0133363,0.1,0.0686,0.12611,-17.302377,-18.062339,-1,0.9996,-1.0,3,0.9996,8.42,0.74636,0.62159,0.12477,1.1,0.48542,0.0120343,-6.99523,-1.1792,0.941,,
4339,189.302764,62.15803506,0.00692595,4.62,0.2,0.0871318,2,0.018,0.00368,0.0,0.0066,0.04891,-14.407609,-15.708454,-1,0.6144,-1.0,3,0.6144,7.7,-99.0,-99.0,0.0092838,0.78,0.00692595,0.00644301,-2.78306,3.2776,1.462,,
4321,189.1650911,62.15799533,0.138905,0.1538,1.7298,0.740689,0,0.131958,0.0214485,0.6,0.08531,0.26358,-16.392822,-17.144885,-1,0.618,-1.0,3,0.618,7.97,-99.0,-99.0,0.083422,0.65,0.138905,0.00645483,-1.91056,-1.8302,0.498,,
4316,189.01084637,62.15788646,0.391725,0.9298,0.2,0.149724,2,0.389334,0.104192,0.1,0.09966,0.21024,-16.373858,-17.161089,-1,0.6387,-1.0,3,0.6387,8.34,0.20346,0.046202,0.15726,0.79,0.391725,0.0576722,-2.84795,-0.9716,0.987,,
3891,189.12008071,62.15642076,0.258354,74820.0,6.0657,0.074126,0,0.319608,0.00214678,0.5,0.60062,11.21812,-18.908866,-20.801624,0,0.5183,0.5183,1,0.4724,10.29,0.26012,0.020342,0.23978,0.52,0.258354,0.324615,-1.16663,7.7315,1.462,,
4332,189.10520105,62.15801915,0.570239,0.918,0.7741,0.339171,0,0.08607,0.0133345,0.0,0.13242,0.23356,-17.392171,-17.916666,-1,0.8065,-1.0,3,0.8065,8.17,1.1003,0.88515,0.21519,0.88,0.570239,0.0797098,-3.28857,-1.3277,0.887,,
4238,189.08836241,62.15767648,1.01153,1.853,0.7725,0.172795,0,0.269826,0.0147292,0.0,0.13323,0.4006,-18.16375,-19.134846,0,0.99571,-1.0,2,1.063,9.16,-99.0,-99.0,0.42652,0.99,1.01153,0.153088,-4.6839,-1.1391,1.028,,
