id3DHST,RA,DEC,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,restUjohnson,restVjohnson
13,189.13564982,62.09659916,0.198658,4.776,0.7442,0.360114,0,0.099456,0.0151562,0.9,0.07142,0.30278,-15.82267,-16.851541,-1,0.5263,-1.0,3,0.5263,8.05,0.21406,0.17907,0.034995,0.54,0.198658,0.030022,-1.28334,1.0901,1.462,,
15,189.13149315,62.09732797,0.327356,3.187,0.2311,0.23188,0,0.335172,0.119384,0.0,0.05257,0.17475,-16.046784,-17.08814,-1,0.814,-1.0,3,0.814,8.22,3.0283,2.9396,0.088713,0.77,0.327356,0.0567847,-2.71364,0.2911,1.302,,
45,189.1367016,62.10149149,0.0507576,0.06383,0.4496,0.428358,0,0.11361,0.0434042,1.1,-99.0,0.0857,-15.423945,-16.345211,-1,0.6918,-1.0,3,0.6918,8.05,-99.0,-99.0,0.014997,0.77,0.0507576,0.00709351,-2.71364,-1.6758,0.651,,
53,189.12907208,62.10198621,0.236793,0.3459,0.2,0.0933171,2,0.083436,0.0164034,0.0,0.08525,0.14373,-16.226453,-16.682668,-1,0.913,-1.0,3,0.913,8.35,1.9985,1.7957,0.20278,0.68,0.236793,0.0279814,-2.08269,-1.4236,0.838,,
44,189.14997623,62.10177049,2.22916,3.234,0.5998,0.0809489,0,0.212154,0.00581157,0.6,0.40129,0.9408,-18.720072,-19.483792,0,0.93479,-1.0,2,0.9651,9.24,1.515,0.38196,1.1331,0.93,2.22916,0.241391,-3.78794,-1.3824,0.898,,
52,189.14329962,62.10229403,1.27969,1.643,2.7622,0.432652,0,0.197274,0.0145621,0.4,0.39942,0.94517,-18.444555,-19.013257,0,0.80038,-1.0,2,0.7892,8.8,1.3619,0.628,0.73393,0.8,1.27969,0.139353,-2.90674,-1.6006,0.716,,
54,189.12376421,62.10264312,2.90856,5.762,0.6188,0.0555636,0,0.45666,0.0109166,0.3,0.75672,1.90852,-19.035188,-19.700765,0,0.77004,-1.0,2,0.8842,9.34,1.2609,0.11215,1.1487,0.75,2.90856,0.421325,-2.56779,-1.1274,0.955,,
72,189.12240117,62.10330708,0.409447,1.014,1.4172,0.822682,0,0.080196,0.016699,0.4,0.07565,0.21978,-16.886816,-17.449784,-1,0.7333,-1.0,3,0.7333,8.05,0.62173,0.47576,0.14597,0.83,0.409447,0.0769836,-3.04584,-0.8468,1.149,,
78,189.11079758,62.10373353,0.102592,0.1783,1.2459,0.819304,2,0.018,0.00576853,0.6,0.01108,0.09216,-16.094407,-17.014159,-1,0.6958,-1.0,3,0.6958,8.33,0.74961,0.73556,0.014043,0.69,0.102592,0.00429489,-2.14546,-1.1303,0.955,,
71,189.12563826,62.10357369,0.819743,1.352,1.9984,0.489513,0,0.159504,0.015887,0.8,0.12828,0.39086,-17.906917,-18.782431,-1,0.8589,-1.0,3,0.8589,9.07,2.9435,2.6312,0.31228,0.96,0.819743,0.0526959,-4.19636,-1.251,0.918,,
91,189.14238193,62.10433595,0.193381,0.3334,0.2,0.20911,2,0.145056,0.0702081,0.7,0.03781,0.08294,-16.039348,-16.525903,-1,0.5274,-1.0,3,0.5274,7.42,0.3024,0.28048,0.02192,0.87,0.193381,0.0163425,-3.21847,-1.2204,0.929,,
103,189.21510377,62.10476295,0.696871,0.7259,2.4722,1.31757,0,0.46062,0.147141,0.5,-99.0,0.41724,-18.121249,-18.553899,-1,0.9353,-1.0,3,0.9353,8.65,-99.0,-99.0,0.62896,0.95,0.696871,0.00780654,-4.0512,-1.9309,0.392,,
82,189.08761547,62.10434354,0.364374,259100.0,3.3619,0.221032,0,0.117036,0.00325299,0.3,-99.0,1.22287,-19.085358,-20.83035,-1,0.9864,-1.0,3,0.9864,10.31,-99.0,-99.0,0.3791,0.97,0.364374,0.473967,-4.35033,9.0683,2.442,,
107,189.2118388,62.10493676,0.249542,0.2345,0.5714,0.148713,1,0.074184,0.0100253,0.1,-99.0,0.15664,-17.260947,-17.960529,-1,0.9211,-1.0,3,0.9211,8.69,-99.0,-99.0,0.2388,1.01,0.249542,0.00147417,-5.0491,-2.1507,0.182,,
118,189.20707036,62.10528193,0.0924971,0.09116,1.7953,1.24904,0,0.295752,0.0930702,0.4,-99.0,0.34146,-15.993584,-16.60176,-1,0.5071,-1.0,3,0.5071,7.79,-99.0,-99.0,0.084443,0.52,0.0924971,0.00391601,-1.16663,-2.1108,0.215,,
100,189.12437901,62.1051319,0.57028,0.9707,0.7638,0.117745,0,0.207864,0.00707874,0.5,0.24361,0.78157,-17.470118,-18.257445,0,0.55893,-1.0,2,0.6094,8.75,0.76623,0.5526,0.21362,0.63,0.57028,0.0775266,-1.80785,-1.2668,0.912,,
135,189.10603678,62.10591105,3.96019,2.755,3.3858,2.39083,0,0.951312,0.453427,0.2,0.06255,0.09455,-18.553085,-19.779395,-1,0.6343,-1.0,3,0.6343,8.75,0.12917,0.10163,0.027542,1.61,3.96019,0.342067,-22.5053,-1.1333,2.041,,
141,189.16044406,62.10608349,0.116918,0.2896,1.0583,0.490467,0,0.113208,0.0171187,0.3,0.08021,0.27346,-15.538246,-16.57483,-1,0.6555,-1.0,3,0.6555,8.06,-99.0,-99.0,0.082818,0.5,0.116918,0.0157207,-1.05309,-0.9289,0.993,,
147,189.11308615,62.10610543,0.280403,3.014,0.5052,0.262403,0,0.199854,0.0333328,0.4,0.07707,0.20353,-15.928435,-16.648389,-1,0.6789,-1.0,3,0.6789,7.95,0.79835,0.6891,0.10925,0.59,0.280403,0.0467563,-1.5914,0.4011,1.349,,
93,189.10474086,62.10527656,3.15805,4.063,0.6279,0.0577513,0,0.46416,0.0104242,0.3,0.74918,1.42833,-19.27942,-19.768509,-1,0.9582,-1.0,3,0.9582,9.04,3.6026,1.9491,1.6535,0.9,3.15805,0.345854,-3.45996,-1.5971,0.719,,
146,189.10591123,62.1061251,0.144463,0.8058,0.326,0.149019,1,0.133938,0.020375,0.4,0.17585,0.50843,-13.248568,-14.144096,-1,0.591,-1.0,3,0.591,8.0,-99.0,-99.0,0.096295,0.38,0.144463,0.0172432,-0.495991,-0.236,1.105,,
154,189.15637663,62.10644726,0.0134617,0.02833,2.4068,0.761915,0,0.314742,0.0522478,1.0,0.04983,0.29883,-13.952845,-15.307993,-1,0.5032,-1.0,3,0.5032,8.17,-99.0,-99.0,0.03008,0.3,0.0134617,0.000749268,-0.26417,-1.0224,0.978,,
179,189.13753089,62.10703698,0.388346,0.915,0.2,0.24769,2,0.19461,0.111231,0.0,0.04477,0.07743,-16.600847,-17.162729,-1,0.8517,-1.0,3,0.8517,8.05,0.38196,0.30659,0.075366,1.07,0.388346,0.0524598,-6.30324,-0.9712,0.987,,
178,189.13968274,62.10702338,0.0928151,0.171,0.2,0.0743783,2,0.112566,0.0162226,0.1,0.04616,0.1773,-15.531799,-16.477301,-1,0.5376,-1.0,3,0.5376,7.94,0.21887,0.18526,0.033612,0.58,0.0928151,0.00072675,-1.5301,-1.1002,0.962,,
157,189.13300713,62.10680561,2.79889,8.24,0.6811,0.0550974,0,0.2919,0.00659367,0.7,0.33642,0.98284,-19.102752,-19.885588,0,0.98476,-1.0,2,0.9307,9.42,2.6816,1.4697,1.2119,0.99,2.79889,0.298994,-4.6839,-0.7723,1.013,,
181,189.0734386,62.10727836,5.47972,16.55,2.452,0.42227,0,0.27747,0.0273278,1.8,-99.0,0.58566,-19.469572,-20.357167,-1,0.7446,-1.0,3,0.7446,8.95,2.485,2.081,0.40405,1.25,5.47972,0.76581,-11.892,-0.5944,1.266,,
140,189.13389001,62.10700871,8.7347,8.7347,1.0112,0.0463403,0,0.434556,0.00758989,0.4,1.10275,2.35179,-20.110977,-20.639041,0,0.98774,-1.0,2,0.9584,9.39,5.7785,2.7238,3.0547,0.99,10.4531,0.766815,5.35682,-1.3484,1.281,,
117,189.19955417,62.10667221,17.2293,17.2293,0.4629,0.0427073,0,1.07024,0.0267933,1.4,-99.0,1.80247,-19.811078,-20.713788,-1,0.9982,-1.0,3,0.9982,9.91,13.562,11.923,1.6391,1.02,35.2422,1.06871,14.5006,0.1019,2.801,,
206,189.07486089,62.10782244,0.528061,0.6584,2.6809,0.973421,0,0.318474,0.0647938,0.2,-99.0,0.78581,-17.827497,-18.642053,-1,0.908,-1.0,3,0.908,8.74,1.4382,0.65663,0.7816,0.7,0.528061,0.070042,-2.21081,-1.6591,0.679,,
177,189.16468375,62.10761383,0.344286,0.3784,0.6531,0.160739,0,0.398136,0.0270083,0.7,0.15548,0.49357,-17.625265,-18.463748,-1,0.9411,-1.0,3,0.9411,8.85,0.96672,0.51988,0.44684,0.76,0.344286,0.0118434,-2.64145,-1.827,0.502,,
202,189.17698513,62.1078923,2.33599,2.992,0.8488,0.265266,0,0.499368,0.0500811,0.0,0.4285,0.80062,-18.957806,-19.467645,0,0.80941,-1.0,2,0.9489,9.02,1.0877,0.27567,0.81205,1.0,2.33599,0.300025,-4.863,-1.5984,0.735,,
180,189.22736694,62.10782191,1.00357,1.736,1.1241,0.0991448,0,0.403896,0.0144345,0.2,-99.0,2.02958,-18.081118,-18.918528,-1,0.5236,-1.0,3,0.5236,8.99,0.58193,0.17676,0.40517,0.56,1.00357,0.138586,-1.40504,-1.2517,0.918,,
233,189.13432486,62.10865733,0.351028,0.5396,0.7254,0.285649,0,0.18168,0.0202764,0.0,0.09628,0.22701,-16.789729,-17.395507,-1,0.8283,-1.0,3,0.8283,8.38,0.50906,0.28958,0.21948,0.77,0.351028,0.0343738,-2.71364,-1.3484,0.877,,
224,189.17127281,62.10859671,0.288417,0.3899,1.5244,0.624094,0,0.270192,0.0504906,0.0,0.09257,0.21079,-16.744351,-17.371732,-1,0.8662,-1.0,3,0.8662,8.45,-99.0,-99.0,0.25275,0.77,0.288417,0.0330367,-2.71364,-1.5244,0.774,,
237,189.1416798,62.10880463,0.887897,1.907,1.3936,0.764446,0,0.230916,0.0638862,1.1,0.08219,0.21166,-17.720985,-18.272619,-1,0.5194,-1.0,3,0.5194,7.68,0.30362,0.25044,0.053181,1.09,0.887897,0.125061,-6.76236,-0.9639,1.102,,
196,189.16582035,62.10841768,2.32205,3.103,1.6391,0.12455,0,0.282036,0.0100924,0.1,0.66695,1.58101,-18.9767,-19.586502,0,0.80219,-1.0,2,0.8638,9.2,1.5484,0.3808,1.1676,0.8,2.32205,0.300902,-2.90674,-1.5244,0.797,,
201,189.19156867,62.10817029,0.383672,20810.0,5.0449,0.177439,0,0.186228,0.00349123,0.8,0.17558,5.09846,-19.367487,-21.205919,0,0.72979,-1.0,2,0.7833,10.32,2.3183,1.9266,0.39166,0.73,0.383672,0.348191,-2.42058,6.5811,1.462,,
171,189.12100035,62.10807012,18.024,18.024,1.3677,0.0343223,0,0.330714,0.0034439,1.7,0.66398,3.05743,-20.24974,-21.433838,0,0.96895,-1.0,2,0.9937,10.26,18.148,15.787,2.3605,0.97,22.6607,0.617877,15.5031,-0.5141,2.405,,
239,189.11231803,62.10899643,0.780002,0.9704,1.8496,0.423164,0,0.250404,0.0251743,0.0,0.21489,0.51425,-17.875866,-18.334456,-1,0.9061,-1.0,3,0.9061,8.62,0.66246,0.036616,0.62585,0.82,0.780002,0.0444185,-3.00611,-1.5947,0.721,,
255,189.13212045,62.10947747,0.771371,1.315,1.2931,0.247005,0,0.513966,0.0494939,0.4,0.27378,0.78769,-17.760093,-18.420465,0,0.67364,-1.0,2,0.6704,8.48,0.71265,0.3233,0.38935,0.68,0.771371,0.0958814,-2.08269,-1.2575,0.916,,
279,189.14533801,62.10973687,0.145044,0.2672,0.5343,0.477794,0,0.29541,0.0828804,0.1,0.0415,0.10447,-15.801277,-16.476382,-1,0.5566,-1.0,3,0.5566,7.76,0.16117,0.11812,0.043052,0.71,0.145044,0.0230675,-2.27866,-1.0011,0.982,,
282,189.20426493,62.10977309,0.438225,0.745,0.2263,0.166486,0,0.077808,0.024406,0.8,0.07387,0.12259,-16.805698,-17.382017,-1,0.9603,-1.0,3,0.9603,8.23,-99.0,-99.0,0.15931,0.95,0.438225,0.062019,-4.0512,-1.2717,0.91,,
243,189.121705,62.10929733,0.710253,3.723,0.6538,0.100339,0,0.421092,0.0165198,0.8,0.03833,0.41375,-16.938209,-18.442056,0,0.79948,-1.0,2,0.7926,9.38,1.5726,1.4829,0.089743,0.76,0.710253,0.0499161,-2.64145,0.5611,2.292,,
245,189.22969342,62.1093719,0.699638,4.067,0.5765,0.174737,0,0.23166,0.0133449,0.1,-99.0,1.33133,-17.844854,-18.467911,-1,0.8098,-1.0,3,0.8098,8.71,1.408,0.33217,1.0758,0.47,0.699638,0.137609,-0.891083,-0.2432,1.103,,
299,189.10375181,62.11014981,0.151883,0.1562,0.9886,0.732863,0,0.08193,0.0286566,0.2,0.05683,0.10709,-16.284585,-16.739109,-1,0.884,-1.0,3,0.884,8.02,-99.0,-99.0,0.13711,0.84,0.151883,0.00195896,-3.08101,-1.9694,0.352,,
293,189.20309062,62.11016454,0.491786,0.8639,1.1632,0.63591,0,0.197568,0.0310734,0.0,0.09553,0.2639,-17.276799,-18.10767,-1,0.8936,-1.0,3,0.8936,8.66,0.31368,0.046941,0.26674,0.89,0.491786,0.0754615,-3.36959,-1.2463,0.92,,
288,189.13512696,62.11023452,0.379453,0.4361,0.3982,0.158352,0,0.28323,0.0260776,0.1,0.14267,0.32783,-17.20283,-17.742041,-1,0.9032,-1.0,3,0.9032,8.49,1.0698,0.6973,0.37251,0.76,0.379453,0.0184266,-2.64145,-1.7396,0.59,,
316,189.21239334,62.11046594,0.848448,1.101,1.7594,2.42408,0,0.827286,0.673842,0.0,-99.0,0.13341,-16.864198,-17.300868,-1,0.967,-1.0,3,0.967,8.29,0.60915,0.27704,0.33212,1.15,0.848448,0.100879,-8.21571,-1.5928,0.722,,
333,189.12148816,62.11066881,0.0110013,0.01311,0.2,0.117404,2,0.018,0.00489069,0.0,0.00151,0.04541,-10.521309,-12.686511,-1,0.7193,-1.0,3,0.7193,8.2,-99.0,-99.0,0.0036625,0.25,0.0110013,0.000778292,-0.165181,-1.6935,0.635,,
335,189.13761964,62.11070035,0.069309,0.494,3.646,1.9553,0,0.11046,0.0389078,1.1,-99.0,0.07363,-14.897735,-16.491666,-1,0.7647,-1.0,3,0.7647,8.35,-99.0,-99.0,0.011063,0.74,0.069309,0.0131681,-2.49385,-0.0447,1.165,,
106,189.19115211,62.10794852,6.03059,6.03059,6.536,0.10304,1,0.78489,0.00686744,0.7,0.38875,13.30535,-20.599881,-22.525852,0,0.80038,-1.0,2,0.7879,11.04,1.4522,0.4529,0.99931,0.81,2.61819,2.79305,5.54523,6.3568,2.44,,
286,189.07570319,62.11034586,18.6156,18.6156,1.1182,0.0836865,0,0.244752,0.00631728,2.2,-99.0,1.1678,-18.462049,-19.793877,-1,0.7639,-1.0,3,0.7639,9.59,7.187,6.8705,0.31645,0.83,5.60354,0.309817,18.1114,-0.0802,2.656,,
310,189.15403587,62.11086182,0.0902692,0.1033,8.0,0.778875,2,0.163326,0.00854485,0.0,0.03845,0.60092,-17.085273,-19.049111,0,0.77004,-1.0,2,0.8644,9.93,1.037,0.98346,0.053551,0.75,0.0902692,0.00511577,-2.56779,-1.7438,0.595,,
120,189.19230372,62.10871548,0.816182,1000.0,4.1912,0.171952,0,0.540408,0.0138007,0.8,0.15821,4.5834,-19.407158,-21.263887,0,0.81394,-1.0,2,0.7817,10.48,3.3945,2.8903,0.50429,0.84,0.816182,0.503206,-3.08101,3.8412,1.462,,
367,189.07591811,62.11153359,0.172696,0.7457,1.273,1.12769,2,0.081798,0.0288574,0.0,-99.0,0.06339,-16.491263,-17.832129,-1,0.9121,-1.0,3,0.9121,8.83,0.72224,0.70348,0.018763,1.09,0.172696,0.00372865,-6.76236,-0.379,1.071,,
357,189.09000337,62.11148256,0.283524,0.4322,2.6914,1.2598,0,0.794172,0.248198,0.5,-99.0,0.48772,-16.695073,-17.31862,-1,0.5257,-1.0,3,0.5257,7.93,0.13453,0.071999,0.062527,0.56,0.283524,0.0267496,-1.40504,-1.3553,0.874,,
276,189.15073313,62.110785,2.6388,3.897,0.2,0.0301313,2,0.689112,0.0187957,0.3,0.45551,0.93483,-19.154438,-19.772444,0,0.97981,-1.0,2,1.0138,9.31,2.2134,1.0808,1.1326,0.99,2.6388,0.343293,-4.6839,-1.4197,0.84,,
337,189.20836831,62.11141874,0.483558,4.548,0.9814,0.40934,1,0.728808,0.124101,0.7,0.3494,0.95332,-13.361697,-14.117324,-1,0.8647,-1.0,3,0.8647,9.19,3.0916,2.0998,0.99177,0.45,0.483558,0.0849409,-0.791259,0.2526,1.285,,
381,189.15252617,62.11186766,0.247442,0.8316,0.563,0.250523,0,0.085194,0.0136803,0.8,0.0295,0.11097,-16.57908,-17.35226,-1,0.8184,-1.0,3,0.8184,8.55,0.47779,0.38596,0.091829,0.95,0.247442,0.00863904,-4.0512,-0.6244,1.031,,
324,189.15958782,62.11132219,4.25688,5.464,0.9456,0.0544562,0,0.219894,0.00387997,0.4,0.92303,1.97887,-19.685776,-20.240279,0,0.92707,-1.0,2,0.9218,9.29,3.1477,0.91311,2.2346,0.92,4.25688,0.463556,-3.66947,-1.6006,0.716,,
326,189.11355274,62.11128995,1.66757,5.731,2.8749,0.233864,0,0.164724,0.00631733,1.1,0.33184,1.21821,-18.606373,-19.538708,0,0.79409,-1.0,2,0.7607,9.1,1.7783,1.0963,0.68193,0.79,1.66757,0.241696,-2.84795,-0.6662,1.026,,
345,189.17809547,62.11182767,1.18462,1.776,1.5716,0.18347,0,0.437088,0.0273245,0.9,0.33161,1.06913,-18.372367,-19.060854,0,0.74805,-1.0,2,0.7284,8.77,0.92261,0.42171,0.5009,0.76,1.18462,0.17898,-2.64145,-1.3757,0.903,,
427,189.21157977,62.11261999,0.129135,0.1619,0.6929,0.467134,0,0.245262,0.045478,0.0,0.12974,0.35569,-15.794545,-16.468178,-1,0.517,-1.0,3,0.517,8.03,0.15016,0.028195,0.12196,0.48,0.129135,0.00726664,-0.943538,-1.5806,0.732,,
396,189.21298735,62.11244016,1.46181,2.458,1.3748,0.272894,0,0.24897,0.0197807,0.4,-99.0,0.78704,-18.320444,-18.938111,-1,0.8189,-1.0,3,0.8189,8.71,-99.0,-99.0,0.64059,0.81,1.46181,0.135774,-2.95951,-1.2506,0.918,,
412,189.07681858,62.1124429,0.324031,0.3834,0.9682,0.469507,0,0.221586,0.0258921,0.2,-99.0,0.43518,-17.194377,-17.819903,-1,0.6438,-1.0,3,0.6438,8.43,-99.0,-99.0,0.17981,0.69,0.324031,0.0159964,-2.14546,-1.6781,0.649,,
362,189.15598846,62.11232701,3.43764,8.493,1.2854,0.0794975,0,0.287862,0.00736672,0.6,0.51618,1.36082,-19.252914,-19.915748,0,0.92611,-1.0,2,0.8639,9.19,3.5288,2.1496,1.3791,0.92,3.43764,0.496858,-3.66947,-0.9365,0.992,,
425,189.14326949,62.11298642,0.200823,0.6512,1.2135,0.657756,0,0.368862,0.0863265,0.9,0.06384,0.22997,-16.386826,-17.205485,-1,0.6921,-1.0,3,0.6921,8.39,0.32582,0.17922,0.1466,0.66,0.200823,0.0059266,-1.96528,-0.6165,1.032,,
457,189.210457,62.11320484,0.341749,0.7886,0.7843,0.419116,0,0.077064,0.0140606,0.6,0.07882,0.28399,-16.963191,-17.782359,-1,0.8445,-1.0,3,0.8445,8.5,1.205,1.0248,0.18021,0.79,0.341749,0.0130296,-2.84795,-0.9345,0.992,,
383,189.17737052,62.1127924,1.44211,4.208,1.8531,0.162481,0,0.32472,0.015962,0.7,0.30437,1.20283,-18.494248,-19.270832,0,0.75769,-1.0,2,0.7394,8.99,0.9565,0.33576,0.62074,0.76,1.44211,0.166028,-2.64145,-0.6165,1.254,,
346,189.2146693,62.11219784,54.1875,54.1875,0.9429,0.0177083,0,0.551436,0.00398838,2.6,-99.0,4.68136,-19.938086,-21.619275,-1,0.9738,-1.0,3,0.9738,10.9,82.381,81.06,1.322,0.84,70.951,1.88883,52.1335,0.2181,3.866,,
463,189.16438273,62.11347865,0.407265,2.272,1.7793,0.620034,0,0.18426,0.030213,0.0,0.09447,0.26399,-16.805466,-17.500801,-1,0.8832,-1.0,3,0.8832,8.4,-99.0,-99.0,0.22398,0.76,0.407265,0.0486113,-2.64145,-0.236,1.105,,
475,189.15889122,62.11365099,0.0410894,21.49,0.2147,0.0544911,0,0.049356,0.00486427,0.0,0.01398,0.12384,-15.874436,-17.65682,-1,0.5547,-1.0,3,0.5547,8.85,0.070442,0.063845,0.0065973,0.85,0.0410894,0.0174337,-3.11707,3.2776,1.462,,
477,189.10542987,62.11367461,0.182598,0.2279,1.866,0.511048,0,0.417312,0.057425,0.7,0.12452,0.40659,-16.520589,-17.315904,-1,0.5853,-1.0,3,0.5853,8.17,-99.0,-99.0,0.10935,0.57,0.182598,0.0218061,-1.46752,-1.665,0.661,,
466,189.12905668,62.11371777,3.02234,6.374,2.2058,0.208592,0,0.385398,0.022908,0.4,0.44449,1.24411,-19.2133,-19.915797,0,0.94741,-1.0,2,0.9463,9.23,3.0839,1.7851,1.2989,0.95,3.02234,0.370772,-4.0512,-1.0591,0.971,,
503,189.1655254,62.1140375,0.110541,0.7931,1.1175,0.942515,0,0.160548,0.0766312,0.1,0.04717,0.08989,-14.853642,-15.709782,-1,0.8642,-1.0,3,0.8642,8.13,-99.0,-99.0,0.065972,0.57,0.110541,0.0209721,-1.46752,-0.038,1.167,,
456,189.21374402,62.11347107,2.25325,3.739,1.7702,0.275883,0,0.188148,0.0121464,0.6,-99.0,0.85851,-18.781104,-19.556061,-1,0.9135,-1.0,3,0.9135,9.22,1.4715,0.62368,0.84783,0.92,2.25325,0.288337,-3.66947,-1.2329,0.983,,
500,189.15990233,62.11403899,0.091841,0.08729,0.7648,0.574652,0,0.187386,0.0586464,0.2,0.02913,0.08376,-16.09104,-16.810527,-1,0.9046,-1.0,3,0.9046,8.06,0.31692,0.24211,0.074806,0.94,0.091841,0.00643526,-3.91523,-2.4772,0.0,,
496,189.06987547,62.11383345,0.368438,1.537,1.0272,0.458787,0,0.136476,0.0154668,1.4,-99.0,0.19853,-16.821151,-18.510714,-1,0.96,-1.0,3,0.96,9.33,2.0668,1.9925,0.074294,0.97,0.368438,0.0567304,-4.35033,-0.1387,1.586,,
467,189.18527591,62.11384092,1.52383,3.297,0.6733,0.135243,0,0.244152,0.0104351,0.0,0.24979,0.86523,-18.460911,-19.306165,0,0.84688,-1.0,2,0.8208,9.23,1.2826,0.72094,0.56162,0.85,1.52383,0.209891,-3.11707,-0.9545,1.105,,
523,189.17431929,62.11438539,0.26287,0.4594,0.2,0.0782036,2,0.132318,0.0205637,0.1,0.08757,0.24392,-16.473584,-17.256999,-1,0.8164,-1.0,3,0.8164,8.24,-99.0,-99.0,0.13263,0.69,0.26287,0.0357038,-2.14546,-1.2403,0.922,,
506,189.1749,62.11446061,0.418945,0.6041,0.7111,0.410592,0,0.410712,0.0763961,0.0,0.09307,0.24934,-17.17702,-17.84242,-1,0.8792,-1.0,3,0.8792,8.53,-99.0,-99.0,0.22566,0.87,0.418945,0.0586057,-3.21847,-1.458,0.818,,
469,189.20661148,62.11416095,1.48687,4.96,0.4337,0.0519186,0,0.505794,0.0123296,1.5,0.23437,1.31301,-18.487265,-19.617599,-1,0.789,-1.0,3,0.789,9.39,1.4175,0.92413,0.49337,0.77,1.48687,0.122712,-2.71364,-0.4224,1.367,,
330,189.12305689,62.11293667,43.3408,43.3408,0.9038,0.00843633,0,0.756162,0.0032538,1.2,4.84073,17.52874,-21.515721,-22.362231,3,0.79409,-1.0,2,0.863,10.28,40.648,33.455,7.1932,0.8,107.906,1.98253,32.3972,-0.3283,2.499,,
570,189.09833051,62.11517811,0.00163242,0.1855,7.2702,2.55969,2,0.025062,0.00581715,0.0,0.00397,0.10735,-12.532241,-15.055163,-1,0.7937,-1.0,3,0.7937,8.67,1.6003,1.5835,0.016715,0.4,0.00163242,0.000973996,-0.571347,2.0663,1.462,,
573,189.22049252,62.11526995,0.548202,1.796,0.5067,0.376931,0,0.20253,0.0400337,0.6,-99.0,0.25786,-17.424644,-18.286066,-1,0.9008,-1.0,3,0.9008,8.62,0.29394,0.071945,0.22199,0.95,0.548202,0.04368,-4.0512,-0.6702,1.025,,
578,189.18391078,62.11528714,0.121633,0.1249,6.2832,5.29617,2,0.065814,0.0434352,0.3,0.01279,0.04328,-14.620157,-15.196929,-1,0.9304,-1.0,3,0.9304,7.97,0.75115,0.70182,0.049331,0.63,0.121633,0.00457356,-1.80785,-2.0152,0.305,,
577,189.16103071,62.11538454,0.441113,0.8755,1.1479,0.524432,0,0.176346,0.0221731,0.1,0.0739,0.17972,-17.107203,-17.884427,-1,0.8804,-1.0,3,0.8804,8.66,0.23187,0.094138,0.13773,0.94,0.441113,0.0586289,-3.91523,-1.1188,0.958,,
589,189.12450709,62.11554524,0.035028,8.095,0.2,0.113662,2,0.101352,0.0246714,1.7,-99.0,0.11848,-15.149948,-16.230227,-1,0.6799,-1.0,3,0.6799,8.3,0.50482,0.46364,0.041176,0.58,0.035028,0.026038,-1.5301,2.5455,1.462,,
586,189.19167898,62.11558692,0.14231,0.1574,1.4256,0.29099,0,0.207678,0.0150312,1.1,0.13035,0.55497,-16.588572,-17.580329,-1,0.5513,-1.0,3,0.5513,8.48,0.37611,0.27292,0.10319,0.55,0.14231,0.00336394,-1.3435,-1.791,0.539,,
479,189.14932789,62.11472334,4.07754,9.431,0.9074,0.0394001,0,0.483762,0.00754298,1.2,0.47281,1.92154,-19.947206,-20.938101,0,0.97882,-1.0,2,0.9646,9.88,4.9931,3.4361,1.557,1.02,4.07754,0.656831,-5.24193,-1.001,0.982,,
535,189.17796816,62.11551509,1.4644,3.835,1.0289,0.43497,0,0.542346,0.0984766,0.1,0.23273,0.42959,-18.281678,-18.794339,-1,0.9911,-1.0,3,0.9911,8.72,3.7604,2.7293,1.0311,0.89,1.4644,0.04765,-3.36959,-0.8271,1.006,,
601,189.13192729,62.11585395,0.078223,0.2661,0.9509,0.821311,0,0.216834,0.0661577,0.0,0.03837,0.12961,-15.271281,-16.063348,-1,0.5101,-1.0,3,0.5101,7.75,-99.0,-99.0,0.031036,0.56,0.078223,0.011388,-1.40504,-0.6749,1.025,,
557,189.17661768,62.11544709,0.915656,1.105,1.8392,0.1486,0,0.226776,0.00828,0.4,0.48646,1.41244,-18.210514,-18.899097,0,0.64132,-1.0,2,0.6559,8.9,0.72686,0.15678,0.57007,0.64,0.915656,0.0643779,-1.85847,-1.6671,0.659,,
604,189.12913862,62.11589281,0.211337,1.863,5.6311,3.30153,2,0.07668,0.0340861,0.1,0.03322,0.0861,-15.7673,-16.458445,-1,0.8991,-1.0,3,0.8991,7.99,1.0134,0.94241,0.070942,0.78,0.211337,0.0379437,-2.78306,0.181,1.254,,
592,189.11660762,62.11575158,0.996298,1.798,0.6244,0.114075,0,0.264462,0.00986163,0.2,0.24463,0.6006,-18.000099,-18.626457,-1,0.7686,-1.0,3,0.7686,8.82,-99.0,-99.0,0.41854,0.8,0.996298,0.134683,-2.90674,-1.2084,0.932,,
