FIELD_x,ID,RA,DEC,Z_50_x,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB,FIELD_y,RA_x,DEC_x,Z_50_y,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,DL,restUjohnson,restVjohnson,PAB_FLUX_LIMIT,PAB_L_LIMIT,PAB_SFR_LIMIT,PAB_SFR_EX2_LIMIT,RAND,PAB_FLUX_LIMIT_RAND,PAB_L_LIMIT_RAND,PAB_SFR_LIMIT_RAND,PAB_SFR_EX2_LIMIT_RAND
GN3,31334,189.34837938,62.29858130200001,0.1278880296188023,0.17360563001920323,5.08799806415217,2.41441968320521,14459.524539713046,GN3,189.34837938,62.29858130200001,0.1278880296188023,31334,0.0425386,0.06022,0.8839,0.582857,0,0.432558,0.105006,0.0,0.43735,0.92043,-14.40575,-15.244697,0,0.1474,-1.0,2,0.1403,7.33,-99.0,-99.0,0.009858,0.17,0.0425386,0.00518339,-0.0633679,-1.4669,0.812,606.2186602256567,,,2.41441968320521,1.0616070475489465e+39,-0.9940362070412689,0.37718060034641177,1.0294670721483872,2.4855655622067037,1.0928894990123073e+39,-0.9814237469205906,0.38979306046709006
GN2,20344,189.14604922,62.241581175,0.2890702830169201,0.056529262775349726,5.02699806981731,3.30420519486111,16525.881028276915,GN2,189.14604922,62.241581175,0.2890702830169201,20344,0.29271,0.3957,1.1664,0.650855,0,0.70755,0.19436,0.2,0.73217,1.99384,-16.663724,-17.431258,0,0.2965,0.2965,1,0.2892,8.29,0.12886,0.013359,0.1155,0.3,0.29271,0.0335284,-0.26417,-1.5244,0.774,1506.5888500467886,,,3.30420519486111,8.973232834134677e+39,-0.06705106318984377,0.46651137710054236,1.3656117597718251,4.512261470801487,1.225395228146498e+40,0.06827618479821496,0.6018386250886011
GS2,45518,53.154086915,-27.69792974,0.2818814162464867,0.005264621278580262,4.87117851404031,1.05949125423011,16433.71975627996,GS2,53.154086915,-27.69792974,0.2818814162464867,45518,0.633564,1.334,1.1384,0.0268107,0,0.395424,0.00382349,0.0,1.84694,4.55811,,,0,0.28146,-1.0,2,0.2825,8.68,0.3266,0.02664,0.29996,0.28,0.633564,0.0940384,-0.220867,-1.0753,0.967,1463.5278369957114,-17.44108,-18.151095,1.05949125423011,2.715137199431679e+39,-0.5862082200528107,-0.3879987121103681,0.173352300591533,0.18366524637739834,4.706752799431335e+38,-1.3472786104170282,-1.1490691024745856
GS2,45518,53.154086915,-27.69792974,0.2818814162464867,0.005264621278580262,4.87117851404031,1.05949125423011,16433.71975627996,GS3,53.154086915,-27.69792974,0.2997840907903884,45518,0.633564,1.334,1.1384,0.0268107,0,0.395424,0.00382349,0.0,1.84694,4.55811,,,0,0.28146,-1.0,2,0.2825,8.68,0.3266,0.02664,0.29996,0.28,0.633564,0.0940384,-0.220867,-1.0753,0.967,1571.233653061499,-17.44108,-18.151095,1.05949125423011,3.129474016344213e+39,-0.524528649991872,-0.3263191420494294,0.5590478555476985,0.5923063136488845,1.7495257378294758e+39,-0.7770796640898538,-0.5788701561474112
GS4,30082,53.13972610300002,-27.77315210200002,0.2823547034761341,0.009431457302434759,4.80721371950648,1.20939481860388,16439.78729856404,GS4,53.13972610300002,-27.77315210200002,0.2823547034761341,30082,0.51103,0.51103,0.8599,0.00636652,0,0.429516,0.00111209,0.6,2.52578,11.1714,,,0,0.276,0.276,1,0.2923,9.36,0.44338,0.1943,0.24908,0.28,0.634116,0.0697164,0.239346,-0.8667,1.002,1466.3549726205454,-17.842122,-19.01631,1.20939481860388,3.1112776223256383e+39,-0.5270612346435897,-0.3292299460769553,1.347249876489545,1.6293570199911733,4.191668392402902e+39,-0.397613082189892,-0.19978179362325765
GS4,26696,53.19564104531577,-27.78777124362778,0.2263884209328076,0.0031452829992899556,4.62663424899969,0.9282033550494021,15722.299556358592,GS4,53.19564104531577,-27.78777124362778,0.2263884209328076,26696,0.458644,0.458644,8.0,0.261201,2,1.02181,0.028639,0.0,3.40474,4.68754,,,0,0.227,0.227,1,0.2202,7.86,0.55296,0.12063,0.43233,0.23,0.493944,0.0373739,0.126946,-1.8391,0.489,1139.8966525748062,-17.49971,-17.732477,0.9282033550494021,1.4430006265636923e+39,-0.8607334803319446,-0.5544111947017856,0.36162967877958435,0.33566588112864776,5.2183185306296706e+38,-1.3024694147197735,-0.9961471290896144
GN2,22443,189.2412273699808,62.25200297902295,0.08200928573646311,0.20018740421408263,4.60743352306491,2.66293581982933,13871.359043141458,GN2,189.2412273699808,62.25200297902295,0.08200928573646311,22443,0.0260216,0.03102,0.7461,0.316504,0,0.328494,0.0414448,0.4,0.83476,1.4572,-14.230776,-14.878007,0,0.1164,0.1164,1,0.0923,7.07,0.019815,0.0051866,0.014628,0.12,0.0260216,0.00259747,-0.0276628,-1.7346,0.595,376.8715199981058,,,2.66293581982933,4.52522072224668e+38,-1.3643602327867512,0.22030577053696243,1.139095773776712,3.0333389382062133,5.154659800117993e+38,-1.3077999922246804,0.2768660110990333
GN3,31752,189.34123015,62.30173318999999,0.1173311248371484,0.009004344061514164,4.54552642423811,1.01089541472326,14324.185020412244,GN3,189.34123015,62.30173318999999,0.1173311248371484,31752,0.0987773,0.0987773,1.0089,0.600832,0,0.34407,0.075807,0.1,2.23234,4.55199,-15.398491,-16.076162,0,0.1167,0.1167,1,0.0788,7.81,0.081501,0.037968,0.043533,0.11,0.105586,0.0183154,0.0630322,0.2911,1.302,552.3177746523938,,,1.01089541472326,3.689577996268706e+38,-1.4530233044026275,-0.47662964186348244,0.17190943148624907,0.1737824560371316,6.342732557627273e+37,-2.2177236003155087,-1.2413299377763636
GN7,16039,189.15472309,62.22108721700002,0.152960431443173,0.2773608335754844,4.54298779918475,2.72319055534945,14780.952731101477,GN7,189.15472309,62.22108721700002,0.152960431443173,16039,0.00474679,0.005584,0.8437,0.216132,0,0.589758,0.0587449,0.2,0.16974,0.47152,-12.856109,-14.056145,-1,0.1569,-1.0,3,0.1569,7.06,-99.0,-99.0,0.0036134,0.14,0.00474679,0.000535323,-0.0397656,-1.7874,0.543,736.8615413782361,,,2.72319055534945,1.769058692239379e+39,-0.7722577582192542,1.5513422230092098,0.3083766217424582,0.8397683038196322,5.455363431769109e+38,-1.2831763117751294,1.0404236694533346
GN4,20766,189.23994543,62.243866149,0.2310879780094346,0.08278848131155367,4.52613436483766,2.80589729735957,15782.547878080952,GN2,189.2399454295018,62.24386615053582,0.2633149236607076,20766,0.380157,1.387,1.1038,0.0672819,0,1.13335,0.0378607,0.1,1.03728,3.35009,-16.792582,-17.739496,0,0.2662,0.2662,1,0.2488,8.62,-99.0,-99.0,0.11366,0.27,0.380157,0.0540993,-0.201113,-0.6155,1.032,1353.5031500070972,,,2.80589729735957,6.15010798967085e+39,-0.23111725838614916,0.1889197498599089,0.4541816022443235,1.2743869302477866,2.793265900724322e+39,-0.5738877203245281,-0.15385071207847
GN4,20766,189.23994543,62.243866149,0.2310879780094346,0.08278848131155367,4.52613436483766,2.80589729735957,15782.547878080952,GN4,189.23994543,62.243866149,0.2310879780094346,20766,0.380157,1.387,1.1038,0.0672819,0,1.13335,0.0378607,0.1,1.03728,3.35009,-16.792582,-17.739496,0,0.2662,0.2662,1,0.2488,8.62,-99.0,-99.0,0.11366,0.27,0.380157,0.0540993,-0.201113,-0.6155,1.032,1166.6883118586381,,,2.80589729735957,4.5695548427150874e+39,-0.3601261060065184,0.059910902239539654,0.2735635656621608,0.7675912695475042,1.2500637162619337e+39,-0.9230678502593577,-0.5030308420132996
GN3,33511,189.23454989,62.31476841,0.2564012777548507,0.009254443227783871,4.37180834323876,1.18772865255872,16107.064380817186,GN3,189.23454989,62.31476841,0.2564012777548507,33511,0.220988,0.220988,0.7823,0.56404,0,0.565086,0.132302,1.2,1.43508,5.87106,-16.948597,-18.110253,0,0.2535,0.2535,1,0.2167,8.63,0.19901,0.059198,0.13981,0.25,0.31,0.0372484,0.0829208,-1.079,0.967,1312.976347344302,,,1.18772865255872,2.4497595970745705e+39,-0.6308765322830681,-0.1222382261173407,0.2945179972255903,0.3498074639990432,7.214982902145715e+38,-1.161764693747564,-0.6531263875818367
GN3,33511,189.23454989,62.31476841,0.2564012777548507,0.009254443227783871,4.37180834323876,1.18772865255872,16107.064380817186,GN5,189.23454989,62.31476841,0.2604143695776905,33511,0.220988,0.220988,0.7823,0.56404,0,0.565086,0.132302,1.2,1.43508,5.87106,-16.948597,-18.110253,0,0.2535,0.2535,1,0.2167,8.63,0.19901,0.059198,0.13981,0.25,0.31,0.0372484,0.0829208,-1.079,0.967,1336.4709719156592,,,1.18772865255872,2.5382168526081703e+39,-0.6154712766983863,-0.10683297053265894,0.2376575669541289,0.2822727017688113,6.032264415928245e+38,-1.2395196300259315,-0.7308813238602041
GN7,19340,189.07259835,62.237899494,0.1563618926365861,0.005430632004381397,4.25797010062911,0.713742397004843,14824.559463601036,GN7,189.07259835,62.237899494,0.1563618926365861,19340,0.673822,0.673822,1.6023,1.25291,0,0.44805,0.171908,0.5,10.44437,26.18921,-17.743132,-18.624528,0,0.156,0.156,1,0.1773,8.98,0.46413,0.1211,0.34303,0.16,0.649957,0.063924,0.326494,-1.5525,0.753,754.866205897633,,,0.713742397004843,4.866020010637259e+38,-1.3328261094431255,-1.1457107348852895,0.18797543914261378,0.13416604051168715,9.14692248376285e+37,-2.058725001358461,-1.8716096268006248
GN3,34368,189.33852596,62.32096804899998,0.2284243630292977,0.005207479734088531,4.1323714787567,0.995736555171028,15748.400334035596,GN3,189.33852596,62.32096804899998,0.2284243630292977,34368,0.436351,0.436351,2.5304,3.21991,0,0.348786,0.236504,0.7,3.67107,8.59712,-17.666023,-18.375686,0,0.2312,0.2312,1,0.2328,8.47,0.42498,0.11777,0.30721,0.23,0.458027,0.0114036,0.108598,-1.94,0.382,1151.489047499636,,,0.995736555171028,1.5796341103804097e+39,-0.8214434967447914,-0.4823345765071564,0.30831413376252415,0.3069996534632353,4.870235224036714e+38,-1.3324500625976654,-0.9933411423600303
GN3,34077,189.21093005,62.317701301,0.2481206951851821,0.013335969497628386,4.11692172025264,0.936844812425672,16000.907312274034,GN3,189.21093005,62.317701301,0.2481206951851821,34077,0.270007,1.096,1.2042,0.185669,0,0.436422,0.0304006,0.1,0.97364,2.93547,-16.531367,-17.43304,0,0.24795,-1.0,2,0.2454,8.33,0.10302,0.01229,0.090729,0.25,0.270007,0.0387612,-0.165181,-0.5276,1.045,1264.7576735562352,,,0.936844812425672,1.792977053875897e+39,-0.7664252684070618,-0.19780029190666326,0.41385572991996883,0.38771859366816275,7.420338273615648e+38,-1.1495762959317588,-0.5809513194313602
GN3,34077,189.21093005,62.317701301,0.2481206951851821,0.013335969497628386,4.11692172025264,0.936844812425672,16000.907312274034,GN5,189.21093005,62.317701301,0.1730781305712598,34077,0.270007,1.096,1.2042,0.185669,0,0.436422,0.0304006,0.1,0.97364,2.93547,-16.531367,-17.43304,0,0.24795,-1.0,2,0.2454,8.33,0.10302,0.01229,0.090729,0.25,0.270007,0.0387612,-0.165181,-0.5276,1.045,844.3076517554485,,,0.936844812425672,7.990271491065828e+38,-1.117438464106705,-0.5488134876063064,1.6160429919157118,1.5139814936330966,1.2912622246640836e+39,-0.9089855538912843,-0.34036057739088577
GS3,39972,53.188608791,-27.72393118199999,0.247183342128615,0.1381936674032561,4.07080859382604,2.04091956054779,15988.890446088843,GS3,53.188608791,-27.72393118199999,0.247183342128615,39972,0.00889087,0.04278,0.6903,0.0682868,1,0.461436,0.0116842,0.0,0.260339,0.931394,,,0,0.28082,-1.0,2,0.2486,7.99,0.058078,0.027559,0.030519,0.17,0.00889087,0.00179725,-0.0633679,-0.4144,1.064,1259.3215517931017,-13.849735,-15.116033,2.04091956054779,3.872501449166827e+39,-0.4320084110471214,1.6190473288024156,0.2559967921516898,0.5224688605398707,9.91347948589478e+38,-1.0237738877647615,1.0272818520847755
GN4,24611,189.3590578192805,62.26414012808544,0.2623648743074986,0.01525848232575925,3.99465281974288,1.63838167271188,16183.517688622132,GN4,189.3590578192805,62.26414012808544,0.2623648743074986,24611,0.757398,1.119,2.5339,0.374281,0,1.32708,0.122551,0.2,2.28516,6.66924,-17.571467,-18.432024,0,0.2662,0.2662,1,0.2943,8.91,0.21534,0.0075288,0.20781,0.27,0.757398,0.0985332,-0.201113,-1.4197,0.84,1347.9197270767515,,,1.63838167271188,3.561521489092026e+39,-0.4683644309162318,-0.3476885848960345,0.19061796561685443,0.3123049813562776,6.7888998075143215e+38,-1.1882006007179768,-1.0675247546977795
GN1,37683,189.30608926,62.360349807,0.2774810736218118,0.001144388341171671,3.9078466906508296,1.36705420761725,16377.307363831627,GN1,189.30608926,62.360349807,0.2774810736218118,37683,1.57008,1.57008,0.8085,0.0706395,0,0.690642,0.0231143,0.7,4.99338,12.17853,-18.532061,-19.200056,0,0.2195,-1.0,3,0.2195,8.61,0.75561,0.3222,0.4334,0.28,1.84496,0.316932,0.731772,-1.0059,0.981,1437.2959270090785,,,1.36705420761725,3.3788627800085985e+39,-0.4912294451280772,-0.7572163999225652,1.7362254908890646,2.3735143626922213,5.866467688867219e+39,-0.2516233169780975,-0.5176102717725855
GN2,18157,189.18229328,62.23245815499999,0.1968138893998585,0.027063765897924377,3.88996026806824,1.62764684413804,15343.154062106187,GN2,189.18229328,62.23245815499999,0.1968138893998585,18157,0.616173,1.106,1.1696,0.432825,0,1.16805,0.242844,0.7,5.02153,15.99987,-17.627013,-18.692137,0,0.2013,0.2013,1,0.2078,8.96,0.29487,0.046595,0.24828,0.2,0.616173,0.0958844,-0.094367,-1.2265,0.927,973.9995107578957,,,1.62764684413804,1.8474389134307117e+39,-0.7534299128782322,-0.5431325769858717,1.166116504932756,1.8980258491510815,2.1543290088065905e+39,-0.6866879705840816,-0.4763906346917211
GS4,25632,53.15463536626137,-27.79323794081716,0.2326235439075441,0.011919234994931754,3.86022492274025,0.634512232101011,15802.233832894715,GS4,53.15463536626137,-27.79323794081716,0.2326235439075441,25632,0.36604,0.6017,0.5461,0.00485209,0,0.53337,0.00120213,0.0,1.65069,3.35491,,,0,0.23924,-1.0,2,0.2445,8.26,0.20147,0.025339,0.17613,0.24,0.36604,0.0497225,-0.148928,-1.3026,0.898,1175.4675881791995,-16.815055,-17.418765,0.634512232101011,1.048947482954769e+39,-0.9992462548320802,-0.5627748015108289,0.3089888232871737,0.19605718795820945,3.2411304844823677e+38,-1.5093034843797213,-1.07283203105847
GS4,17713,53.12535519562859,-27.82998218555268,0.1985206672779233,0.044759799418523566,3.8322887259764298,2.38531316653425,15365.034954502979,GS4,53.12535519562859,-27.82998218555268,0.1985206672779233,17713,0.0401943,0.04543,0.9233,0.0797462,0,0.433116,0.0131348,0.0,0.592723,1.34523,,,0,0.24608,-1.0,2,0.2327,7.95,-99.0,-99.0,0.058974,0.21,0.0401943,0.00489415,-0.106516,-1.9119,0.412,983.4451032523335,-15.391201,-16.19759,2.38531316653425,2.7601842860983064e+39,-0.5790619209189387,0.8167736094310136,0.31611503501803634,0.7540333551679576,8.725357522561996e+38,-1.0792167687361598,0.31661876161379254
GS5,37937,53.10797413461698,-27.7337454241435,0.2779353003366648,0.0007179534143168507,3.66047585380881,0.667336543001791,16383.130550316042,GS5,53.10797413461698,-27.7337454241435,0.2779353003366648,37937,1.0756,10.47,1.9732,0.047349,2,0.11928,0.00120463,0.6,2.57474,5.83402,,,0,0.278,0.278,1,0.2824,8.46,0.62343,0.15696,0.46647,0.28,1.0756,0.186578,-0.220867,0.2911,1.302,1439.9992769553346,-17.764524,-18.421994,0.667336543001791,1.65562465247403e+39,-0.8010381155198161,-0.8326889090710801,1.1860071280940012,0.7914658968377332,1.963582639282354e+39,-0.7269508163038907,-0.7586016098551547
GS4,21327,53.19671879499982,-27.81075122099958,0.1015239405479868,0.048202152861191214,3.6150618228167097,0.551772672396173,14121.536917825191,GS4,53.19671879499982,-27.81075122099958,0.1015239405479868,21327,296.383,623.0,3.5255,0.0677862,0,0.019872,0.000143374,0.0,1.24365,7.1853,,,0,-1.0,-1.0,0,0.01,6.79,-99.0,-99.0,-99.0,2.8563,296.383,41.9847,-126.12,-1.0728,0.968,472.86080946459447,-11.977368,-14.477404,0.551772672396173,1.4761118246962308e+38,-1.850880740745417,-4.322734030410581,0.7016375669974806,0.3871444353957487,1.0356955092960749e+38,-2.0047679068199784,-4.476621196485143
GN3,34312,189.19187186,62.31952767999999,0.2930949096876571,0.21801030220694015,3.51370605417044,1.49160073009212,16577.476742195766,GN3,189.19187186,62.31952767999999,0.2930949096876571,34312,0.11653,0.1149,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,0.275,1530.8069710502295,,,1.49160073009212,4.1820178191621746e+39,-0.39861412102879257,0.5349481325172152,0.5909527792770412,0.8814655970196019,2.471375053219998e+39,-0.6270613415328796,0.3065009120131281
GN3,34312,189.19187186,62.31952767999999,0.2930949096876571,0.21801030220694015,3.51370605417044,1.49160073009212,16577.476742195766,GN5,189.1918718583721,62.3195276721834,0.2996299735017465,34312,0.11653,0.1149,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,0.275,1570.2997869676517,,,1.49160073009212,4.400582425371847e+39,-0.3764898400171006,0.5570724135289071,1.185884832625417,1.7688666821492434,5.218583952966444e+39,-0.30244732551151543,0.6311149280344923
GN5,34312,189.1918718583721,62.3195276721834,0.2996299735017465,0.0027404221330914963,0.197887768005301,1.10035566764653,16661.25626029239,GN3,189.19187186,62.31952767999999,0.2930949096876571,34312,0.11653,0.1149,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,0.275,1530.8069710502295,,,1.10035566764653,3.085079617271094e+39,-0.5307336235609483,0.4028286299850594,1.0929680135402389,1.2026535482553713,3.371893340902268e+39,-0.4921261713516287,0.441436082194379
GN5,34312,189.1918718583721,62.3195276721834,0.2996299735017465,0.0027404221330914963,0.197887768005301,1.10035566764653,16661.25626029239,GN5,189.1918718583721,62.3195276721834,0.2996299735017465,34312,0.11653,0.1149,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,0.275,1570.2997869676517,,,1.10035566764653,3.2463149923536004e+39,-0.5086093425492493,0.42495291099675847,0.062164238300800215,0.06840277193921501,2.018046987841296e+38,-1.7150687259471695,-0.7815064724011618
GN4,15255,189.27384778,62.21758860700001,0.1744901215269751,0.03107042700250588,3.4814966985861195,1.41728621638588,15056.963357975821,GN2,189.27384778,62.21758860699998,0.01177229785441014,15255,0.0280394,0.03965,0.9219,0.127083,0,0.667722,0.0375666,0.0,2.23473,5.97949,-15.05852,-16.169363,0,0.109,0.109,1,0.0806,7.96,-99.0,-99.0,0.025528,0.11,0.0280394,0.00105303,-0.0225978,-1.3974,0.853,51.38102023442571,,,1.41728621638588,4.4766736931417337e+36,-3.369044560392659,-1.8168132765532896,0.3623123536691836,0.51350030488166,1.621954182371098e+36,-3.8099614180807535,-2.257730134241384
GN4,15255,189.27384778,62.21758860700001,0.1744901215269751,0.03107042700250588,3.4814966985861195,1.41728621638588,15056.963357975821,GN4,189.27384778,62.21758860700001,0.1744901215269751,15255,0.0280394,0.03965,0.9219,0.127083,0,0.667722,0.0375666,0.0,2.23473,5.97949,-15.05852,-16.169363,0,0.109,0.109,1,0.0806,7.96,-99.0,-99.0,0.025528,0.11,0.0280394,0.00105303,-0.0225978,-1.3974,0.853,851.9349931680139,,,1.41728621638588,1.2307303403844157e+39,-0.929837092894843,0.6223941909445265,0.5515467300273896,0.7816995781605235,6.788052947845208e+38,-1.1882547787781519,0.3639765050612176
GN1,36968,189.32673442,62.34633065299999,0.2599228660199431,0.03706278381617594,3.4587081109837596,1.39538959139366,16152.21114237567,GN1,189.32673442,62.34633065299999,0.2599228660199431,36968,0.324375,0.324375,1.6147,0.0729157,0,0.689076,0.0181172,0.2,2.21497,7.13325,-17.170912,-18.19453,0,0.2318,0.2318,1,0.2943,8.78,0.16918,0.029981,0.1392,0.23,0.219992,0.0105922,0.174671,-1.872,0.454,1333.589067722713,,,1.39538959139366,2.9691487906366265e+39,-0.5473680383981261,0.11022507359342615,0.3821158560433272,0.533200488229337,1.1345588318541242e+39,-0.9651729791204815,-0.30757986712892926
GN7,20355,189.11756013,62.24247484499999,0.02477907984525787,0.03136855136879095,3.37029322060315,0.569956945553531,13137.667803616205,GN7,189.11756013,62.24247484499999,0.02477907984525787,20355,0.391513,0.391513,1.0076,0.119569,0,0.553452,0.0265497,0.8,2.72258,11.32245,-17.520217,-18.733179,0,0.2428,0.2428,1,0.2492,9.21,0.40717,0.18612,0.22105,0.24,0.502553,0.023051,0.190052,-0.6542,1.027,109.23072074244587,,,0.569956945553531,8.136246133070161e+36,-3.109575921858017,-2.810757791719225,0.634873560403665,0.3618505953003681,5.1654875508228044e+36,-3.30688868079703,-3.008070550658238
GN3,31985,189.29106344,62.30194422499999,0.09602781126964965,0.23163956409797257,3.3147061769633,1.06543268359926,14051.076540476906,GN3,189.29106344,62.30194422499999,0.09602781126964965,31985,9.13055e-05,6.347,0.3865,0.0911185,0,0.045996,0.00388332,0.2,0.02741,0.26793,-10.331613,-12.167241,-1,0.2131,-1.0,3,0.2131,7.61,0.0094362,0.0084069,0.0010293,0.1,9.13055e-05,0.000117072,-0.0181454,6.655,1.462,445.58927792660893,,,1.06543268359926,2.5309753090137152e+38,-1.616712091590621,2.4227909693448835,0.7597633971044725,0.8094767550775084,1.9229423987638026e+38,-1.7360337247442033,2.3034693361913012
GN4,23054,189.28490569,62.25501363699998,0.283046010372837,0.017791017330326234,3.30370850916914,1.66325415014249,16448.64985297977,GN4,189.28490569,62.25501363699998,0.283046010372837,23054,0.131533,0.2426,8.0,0.112575,2,9.44444,0.103137,0.0,0.19543,0.53954,-15.858985,-16.59242,-1,0.235,-1.0,3,0.235,7.53,0.030036,0.01051,0.019526,0.38,0.131533,0.012042,-0.495991,-1.1609,0.947,1470.4864171578076,,,1.66325415014249,4.3030171751592455e+39,-0.3862269204612545,0.4947383539378569,0.8087531629159057,1.3451620546607455,3.480078750491506e+39,-0.4784109283186666,0.4025543460804448
GS3,40457,53.160331574,-27.720494582,0.1381881134665205,0.033167890294336734,3.1846732885146403,2.03293227010865,14591.571614640794,GS2,53.160331574,-27.720494582,0.1415580445006513,40457,0.00420831,0.8221,2.1934,0.0391882,1,0.907416,0.00953103,0.1,1.82167,6.98314,,,0,0.14168,-1.0,2,0.1418,8.4,0.036491,0.0021784,0.034313,0.06,0.00420831,0.00219303,-0.00579115,2.5011,1.462,676.9933334733851,-18.628469,-19.709207,2.03293227010865,1.114767049174613e+39,-0.9728158768560604,1.4030763990489832,0.0343023114374355,0.06973427586047966,3.8239086500978554e+37,-2.4374924911951794,-0.06160021529013582
GS3,40457,53.160331574,-27.720494582,0.1381881134665205,0.033167890294336734,3.1846732885146403,2.03293227010865,14591.571614640794,GS3,53.160331574,-27.720494582,0.1381881134665205,40457,0.00420831,0.8221,2.1934,0.0391882,1,0.907416,0.00953103,0.1,1.82167,6.98314,,,0,0.14168,-1.0,2,0.1418,8.4,0.036491,0.0021784,0.034313,0.06,0.00420831,0.00219303,-0.00579115,2.5011,1.462,659.4441570772848,-18.628469,-19.709207,2.03293227010865,1.0577216362018736e+39,-0.9956286118545492,1.3802636640504944,0.24429391243388957,0.49663297797795086,2.58394956773731e+38,-1.6077159669413277,0.7681763089637159
GS3,36009,53.13949235500003,-27.74177221500002,0.1457451428687669,0.027368189435656016,3.1813478898402,2.12191872538144,14688.45273157759,GS3,53.13949235500003,-27.74177221500002,0.1457451428687669,36009,0.0859346,0.3369,1.3619,0.0330928,0,0.858078,0.0123441,0.1,2.29224,5.77815,,,0,0.1497,-1.0,2,0.1495,8.18,0.070451,0.0045967,0.065854,0.15,0.0859346,0.0104449,-0.0468719,-0.545,1.042,698.8901577802773,-15.810263,-16.87258,2.12191872538144,1.2400495056217049e+39,-0.9265609764594132,0.13927096374221182,1.0838779305912725,2.299900876949306,1.3440622919839843e+39,-0.8915806029801132,0.17425133722151176
GN5,33249,189.2077221527124,62.31109623777222,0.2343339459532293,0.12793665794263642,3.1227880988894903,0.794631487723119,15824.161187120399,GN3,189.20772202,62.311096125,0.1824334691266667,33249,0.0776152,0.08495,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,0.376,895.0516840355837,,,0.794631487723119,7.616482129707712e+38,-1.138245572548442,-0.028192353467617615,2.70611348597953,2.1503629853115096,2.0611065006924136e+39,-0.7058995669456607,0.40415365213516363
GN5,33249,189.2077221527124,62.31109623777222,0.2343339459532293,0.12793665794263642,3.1227880988894903,0.794631487723119,15824.161187120399,GN5,189.2077221527124,62.31109623777222,0.2343339459532293,33249,0.0776152,0.08495,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,0.376,1185.261011058665,,,0.794631487723119,1.3356300962245489e+39,-0.894313803396507,0.21573941568431731,0.03343687862545472,0.02656999660696244,4.465930141596464e+37,-2.370088074671763,-1.2600348555909386
GN3,33249,189.20772202,62.311096125,0.1824334691266667,0.04635517407221667,1.13786797505235,0.7277224443626331,15158.797074203867,GN3,189.20772202,62.311096125,0.1824334691266667,33249,0.0776152,0.08495,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,0.376,895.0516840355837,,,0.7277224443626331,6.97516405844529e+38,-1.1764455731669727,-0.06639235408614841,1.2368554689861366,0.9000874852138823,8.627269812763594e+38,-1.084126619446529,0.025926599634295222
GN3,33249,189.20772202,62.311096125,0.1824334691266667,0.04635517407221667,1.13786797505235,0.7277224443626331,15158.797074203867,GN5,189.2077221527124,62.31109623777222,0.2343339459532293,33249,0.0776152,0.08495,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,0.376,1185.261011058665,,,0.7277224443626331,1.2231682401283092e+39,-0.9325138040150449,0.17753941506577942,1.3981735539744164,1.0174822763414524,1.7102014854088308e+39,-0.7869527206918008,0.32310049838902355
