FIELD_x,ID,RA,DEC,Z_50_x,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB,FIELD_y,RA_x,DEC_x,Z_50_y,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_A_UV_280,DL,restUjohnson,restVjohnson,PAB_FLUX_LIMIT,PAB_L_LIMIT,PAB_SFR_LIMIT,PAB_SFR_EX2_LIMIT,RAND,PAB_FLUX_LIMIT_RAND,PAB_L_LIMIT_RAND,PAB_SFR_LIMIT_RAND,PAB_SFR_EX2_LIMIT_RAND
GN3,33397,189.17546982,62.314346623,0.245052751020829,0.01084117783632914,6.15906774066491,1.9088266921288,15961.576268087027,GN3,189.17546982,62.314346623,0.245052751020829,33397,0.676842,0.676842,0.8072,0.129569,0,0.933042,0.0718684,0.8,4.36831,20.14806,-18.174565,-19.460854,0,0.19602,-1.0,2,0.2131,9.34,0.33978,0.13154,0.20824,0.25,0.951868,0.0782902,0.295839,-0.4611,1.055,1246.982173983502,,,1.9088266921288,3.5512350529368e+39,-0.46962058120022476,-0.4481973081074716,0.9249133864585897,1.7654993599793962,3.284584838922225e+39,-0.5035195160766577,-0.4820962429839045
GN3,33397,189.17546982,62.314346623,0.245052751020829,0.01084117783632914,6.15906774066491,1.9088266921288,15961.576268087027,GN5,189.1754698206713,62.31434661897602,0.246513474597317,33397,0.676842,0.676842,0.8072,0.129569,0,0.933042,0.0718684,0.8,4.36831,20.14806,-18.174565,-19.460854,0,0.19602,-1.0,2,0.2131,9.34,0.33978,0.13154,0.20824,0.25,0.951868,0.0782902,0.295839,-0.4611,1.055,1255.4394705637446,,,1.9088266921288,3.5995688569787874e+39,-0.4637495143016679,-0.4423262412089147,0.2975811899499685,0.5680309184519505,1.0711639837665955e+39,-0.9901440382312856,-0.9687207651385324
GN5,27888,189.150618550126,62.28242109736159,0.228266405991527,0.01098384445349905,16.5497998742918,2.0693314248472,15746.375324811375,GN5,189.150618550126,62.28242109736159,0.228266405991527,27888,4.51843,4.51843,1.2684,0.475571,0,1.06104,0.224496,0.3,3.97514,13.94286,-19.885069,-20.781834,0,0.29693,-1.0,2,0.3788,9.75,1.0382,0.55565,0.48252,0.49,7.82213,1.02386,2.01586,-0.4753,1.333,1150.5888778379642,,,2.0693314248472,3.277651881450758e+39,-0.5044371746195253,-1.3977622040588908,1.173970405688863,2.4293338523325803,3.84786630897361e+39,-0.4347800255852903,-1.3281050550246558
GS4,27660,53.13061372999999,-27.785135947,0.1081796075625966,0.12481318757414041,15.7225082396669,5.21668275511245,14206.86256895249,GS4,53.13061372999999,-27.785135947,0.1081796075625966,27660,0.0133264,0.1249,1.2437,0.0792436,0,1.09249,0.039325,0.1,1.24331,2.61295,,,0,0.0741,-1.0,3,0.0741,7.08,0.0057013,0.00041009,0.0052912,0.09,0.0133264,0.00234362,-0.0142719,0.249,1.283,506.1323146917985,-13.558205,-14.780056,5.21668275511245,1.5988767538454167e+39,-0.8161850116682388,1.059102143591028,0.5812329810798402,3.032108069101804,9.293199020168296e+38,-1.0518347620391708,0.8234523932200959
GN2,15610,189.21272212,62.222423294,0.1992416776871956,0.007587635137700887,14.520550395692299,2.31713944538328,15374.27830794985,GN2,189.21272212,62.222423294,0.1992416776871956,15610,1.28475,1.28475,1.2779,0.102868,0,1.49332,0.0708744,0.3,17.46612,50.43783,-18.985366,-19.971201,0,0.2008,0.2008,1,0.2096,9.43,1.121,0.27426,0.8467,0.2,1.64124,0.0708243,0.564242,-1.2266,0.926,987.4400743034411,,,2.31713944538328,2.703124799380517e+39,-0.588133903087396,-0.8033059960566455,0.6110937458301524,1.4159894232900705,1.651862659099819e+39,-0.8020260640825967,-1.0171981570518462
GS3,37720,53.13910594400036,-27.73030499000032,0.1057641937295049,0.006804441036278938,13.412300376764,2.4807509608574,14175.896963612253,GS3,53.13910594400036,-27.73030499000032,0.1057641937295049,37720,0.299123,0.299123,1.9395,0.0112282,0,0.700944,0.00229007,0.8,14.9433,38.6441,,,0,0.1031,0.1031,1,0.1084,8.63,0.22399,0.070276,0.15371,0.1,0.328448,0.0517522,0.154302,-0.849,1.004,494.02663301924946,-16.926294,-18.034894,2.4807509608574,7.243964648562649e+38,-1.1600236777632347,-0.6764902994500128,2.1731551435694514,5.391056710502117,1.5742259035859193e+39,-0.8229329456484251,-0.3393995673352032
GS3,36971,53.170712538,-27.738578971,0.2757395186422812,0.009221923186823038,13.1465323554454,0.9294052886560291,16354.980628994046,GS3,53.170712538,-27.738578971,0.2757395186422812,36971,0.29445,0.5089,1.0843,0.0268605,0,0.31803,0.0029427,0.1,0.930843,3.10226,,,0,0.27379,-1.0,2,0.2787,8.49,-99.0,-99.0,0.14381,0.29,0.29445,0.0497099,-0.241874,-1.2726,0.91,1426.9404979915448,-16.779982,-17.721447,0.9294052886560291,2.2641713792855115e+39,-0.6650907036935294,-0.13410226234921685,2.8890237566225583,2.6850739584579144,6.541244903820708e+39,-0.20433959060403595,0.3266488507402766
GN1,35952,189.30672151,62.334217007,0.2415309308306832,0.05389802172252921,12.6261690595057,3.8801186704046295,15916.42653324936,GN1,189.30672151,62.334217007,0.2415309308306832,35952,0.42855,0.383,1.2381,0.38717,0,0.885408,0.16136,0.0,2.3692,5.31327,-17.578445,-18.351835,0,0.2777,0.2777,1,0.2711,8.61,-99.0,-99.0,0.29391,0.28,0.42855,0.0150463,-0.220867,-2.1836,0.156,1226.636919886421,,,3.8801186704046295,6.985049720463978e+39,-0.1758304981759622,0.1921680023856136,0.6050127120167251,2.3475211197282344,4.226043874949579e+39,-0.39406599839833945,-0.026067497836763653
GN1,35952,189.30672151,62.334217007,0.2415309308306832,0.05389802172252921,12.6261690595057,3.8801186704046295,15916.42653324936,GN3,189.30672151,62.33421700699998,0.260204324588675,35952,0.42855,0.383,1.2381,0.38717,0,0.885408,0.16136,0.0,2.3692,5.31327,-17.578445,-18.351835,0,0.2777,0.2777,1,0.2711,8.61,-99.0,-99.0,0.29391,0.28,0.42855,0.0150463,-0.220867,-2.1836,0.156,1335.2392345943165,,,3.8801186704046295,8.276669391657217e+39,-0.10214439217901372,0.26585410838256207,0.02183239855308572,0.08471229724554291,1.8069954485078586e+38,-1.7630429413463276,-1.3950444407847518
GN3,35952,189.30672151,62.33421700699998,0.260204324588675,0.045734607302758815,4.10151423319058,1.96889711138668,16155.819441226813,GN1,189.30672151,62.334217007,0.2415309308306832,35952,0.42855,0.383,1.2381,0.38717,0,0.885408,0.16136,0.0,2.3692,5.31327,-17.578445,-18.351835,0,0.2777,0.2777,1,0.2711,8.61,-99.0,-99.0,0.29391,0.28,0.42855,0.0150463,-0.220867,-2.1836,0.156,1226.636919886421,,,1.96889711138668,3.5444390715193456e+39,-0.4704524847176117,-0.1024539841560359,1.2591624894974767,2.4791613883380426,4.463024725166424e+39,-0.37037070716046117,-0.0023722065988853736
GN3,35952,189.30672151,62.33421700699998,0.260204324588675,0.045734607302758815,4.10151423319058,1.96889711138668,16155.819441226813,GN3,189.30672151,62.33421700699998,0.260204324588675,35952,0.42855,0.383,1.2381,0.38717,0,0.885408,0.16136,0.0,2.3692,5.31327,-17.578445,-18.351835,0,0.2777,0.2777,1,0.2711,8.61,-99.0,-99.0,0.29391,0.28,0.42855,0.0150463,-0.220867,-2.1836,0.156,1335.2392345943165,,,1.96889711138668,4.199848468922488e+39,-0.39676637872067033,-0.02876787815909454,0.5290810999151949,1.0417062493123146,2.2220604474146576e+39,-0.6732441309840098,-0.305245630422434
GS4,25995,53.20545033099982,-27.79062415200023,0.01317168263952588,0.16267203689738052,11.386759941166801,3.24299683921707,12988.860971438722,GS4,53.20545033099982,-27.79062415200023,0.01317168263952588,25995,0.0736994,0.08066,0.6045,0.0142771,0,0.729432,0.00494972,0.5,3.53981,5.98056,,,0,0.12187,-1.0,2,0.1091,7.68,0.059452,0.002712,0.05674,0.12,0.0736994,0.00677145,-0.0276628,-1.9463,0.376,57.55078416348325,-15.882529,-16.572297,3.24299683921707,1.285113380992464e+37,-2.9110585543816043,-1.7785225065859769,0.4987717763073848,1.6175152940555322,6.409782837940002e+36,-3.2131566840353116,-2.080620636239684
GS4,19745,53.19992213299768,-27.81546262299473,0.2325188993696834,0.0032757554244218987,10.9347485447755,0.959631084312804,15800.89228991934,GS4,53.19992213299768,-27.81546262299473,0.2325188993696834,19745,1.2772,1.2772,5.4768,0.0507864,0,0.161016,0.000772136,0.4,6.39629,19.8736,,,0,0.2329,0.2329,1,0.239,9.29,1.4837,0.79534,0.68832,0.23,1.02895,0.111898,0.807844,-1.2078,0.933,1174.8689120519423,-18.317813,-19.252314,0.959631084312804,1.5848040074149964e+39,-0.8200244392892913,-0.8324187107945028,0.39706538329015073,0.38103628430980646,6.292708106440024e+38,-1.2211624129692638,-1.2335566844744752
GS5,40859,53.11050530892702,-27.71771286091154,0.2130687507639269,0.010203939289632723,10.896418823315,1.8740975922057201,15551.541384793542,GS5,53.11050530892702,-27.71771286091154,0.2130687507639269,40859,3.5052,3.5052,1.8989,0.017637,0,1.07018,0.00588275,0.4,3.77323,16.8618,,,0,0.2138,0.2138,1,0.2081,9.27,0.33048,0.14347,0.18701,0.21,0.824137,0.0742331,3.36461,0.2579,1.987,1064.598849590228,-17.511523,-18.788215,1.8740975922057201,2.541303981911504e+39,-0.6149433830524629,-0.530942795475802,0.5446955965044991,1.02081270589414,1.3842370883265453e+39,-0.8787895187423018,-0.794788931165641
GS4,29861,53.16195966200001,-27.773905269,0.2720688083300505,0.00787147659266015,9.67728743517367,1.34691387875065,16307.922122791246,GS4,53.16195966200001,-27.773905269,0.2720688083300505,29861,0.362229,0.4331,1.1702,0.00992508,0,0.533622,0.00213557,0.1,1.50416,3.50962,,,0,0.27698,-1.0,2,0.2714,8.42,0.24978,0.021468,0.22831,0.28,0.362229,0.0402319,-0.220867,-1.7452,0.585,1405.1636793851926,-17.201907,-17.875834,1.34691387875065,3.181896789440878e+39,-0.5173139115855037,-0.07629712850722975,1.137644284731275,1.5323088761859107,3.619866697112208e+39,-0.46130742222223375,-0.020290639143959843
GS5,41139,53.12912177715047,-27.71829625402348,0.01198785874344596,0.09369614656467928,9.183679303943261,0.621906545277457,12973.684349090976,GS5,53.12912177715047,-27.71829625402348,0.01198785874344596,41139,9.36746,9.875,0.7673,0.0699253,0,0.227508,0.00489833,1.1,0.330002,0.483696,,,0,0.01005,-1.0,2,0.0197,4.03,3.488e-05,1.555e-05,1.9331e-05,1.52,9.36746,0.332132,-21.8548,-1.1609,1.513,52.33055360722287,-19.805021,-20.514837,0.621906545277457,2.0376435547888302e+36,-3.710871784867038,-4.682493632155546,0.2350647801397455,0.14618832533311413,4.789782342096058e+35,-4.339684221402635,-5.311306068691143
GS3,44959,53.13978534100001,-27.70011413200001,0.2131914961570073,0.48580549517306115,7.26713225054541,0.8043421722052919,15553.114980732835,GS2,53.139785341,-27.700114132,0.01082253792771984,44959,1.77467,161.4,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,1.462,47.20109575753759,-19.779232,-21.698649,0.8043421722052919,2.1440624473161145e+36,-3.6887625696649806,-3.93788017747687,1.0437644115375553,0.8395437340466955,2.237896078622675e+36,-3.6701600847105382,-3.9192776925224275
GS3,44959,53.13978534100001,-27.70011413200001,0.2131914961570073,0.48580549517306115,7.26713225054541,0.8043421722052919,15553.114980732835,GS3,53.13978534100001,-27.70011413200001,0.2131914961570073,44959,1.77467,161.4,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,1.462,1065.2884211527644,-19.779232,-21.698649,0.8043421722052919,1.0921132647323154e+39,-0.9817323179523925,-1.230849925764282,1.2546738634996935,1.0091871007765494,1.3702459692409574e+39,-0.8832014667883215,-1.132319074600211
GS2,44959,53.139785341,-27.700114132,0.01082253792771984,0.0059707386452046134,6.03973511120984,0.676981904206988,12958.744936233368,GS2,53.139785341,-27.700114132,0.01082253792771984,44959,1.77467,161.4,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,1.462,47.20109575753759,-19.779232,-21.698649,0.676981904206988,1.8045696576410452e+36,-3.7636263492125437,-4.012743957024433,0.5306768227327708,0.35925860597214543,9.576432923169138e+35,-4.038796228945266,-4.287913836757156
GS2,44959,53.139785341,-27.700114132,0.01082253792771984,0.0059707386452046134,6.03973511120984,0.676981904206988,12958.744936233368,GS3,53.13978534100001,-27.70011413200001,0.2131914961570073,44959,1.77467,161.4,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,1.462,1065.2884211527644,-19.779232,-21.698649,0.676981904206988,9.191870613238114e+38,-1.0565960974999555,-1.305713705311845,0.6384622786409488,0.43222740915868213,5.868662656700781e+38,-1.2514608539459644,-1.500578461757854
GS4,22082,53.18347340899999,-27.80676422800001,0.05712712813237598,0.5263623952113444,7.10477810853023,0.855483957076365,13552.36978265706,GS4,53.18347340899999,-27.80676422800001,0.05712712813237598,22082,1.11042,2.372,0.2,0.000758987,2,0.036024,3.92384e-05,0.0,50.6628,72.5281,,,0,-1.0,0.0,0,0.0615,6.72,-99.0,-99.0,-99.0,0.0901,1.11042,0.168462,-0.0143106,-1.0644,0.97,257.9270133691245,20.172664,19.482886,0.855483957076365,6.809229271455994e+37,-2.186902042580087,-2.2323893179273724,0.9540317016031058,0.8161588152637229,6.49622058845284e+37,-2.207339236426783,-2.2528265117740687
GS5,43071,53.122589312,-27.707907687,0.1608178570662489,0.016435051604473252,6.80045146444753,1.2898538289015,14881.684927589311,GS2,53.12258931200001,-27.707907687,0.1619591048976966,43071,0.0190533,30.31,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,1.462,784.6376654546721,-15.546635,-17.260059,1.2898538289015,9.501041835139929e+38,-1.042228769611782,0.6778010247770196,0.22529578733213745,0.29059863392573554,2.140544700723426e+38,-1.6894756984184056,0.030554095970396045
GS5,43071,53.122589312,-27.707907687,0.1608178570662489,0.016435051604473252,6.80045146444753,1.2898538289015,14881.684927589311,GS5,53.122589312,-27.707907687,0.1608178570662489,43071,0.0190533,30.31,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,1.462,778.5528742403418,-15.546635,-17.260059,1.2898538289015,9.354253844526066e+38,-1.04899084890463,0.6710389454841716,0.9744695678749576,1.2569233032715044,9.115435701667977e+38,-1.0602225680065018,0.6598072263822998
GS2,43071,53.12258931200001,-27.707907687,0.1619591048976966,0.031142015653425226,1.26932314873673,1.59144519934749,14896.315724788472,GS2,53.12258931200001,-27.707907687,0.1619591048976966,43071,0.0190533,30.31,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,1.462,784.6376654546721,-15.546635,-17.260059,1.59144519934749,1.1722558850106555e+39,-0.9509775783193462,0.7690522160694555,1.549663126575906,2.4662039433950476,1.8166017199126186e+39,-0.7607402789683988,0.9592895154204029
GS2,43071,53.12258931200001,-27.707907687,0.1619591048976966,0.031142015653425226,1.26932314873673,1.59144519934749,14896.315724788472,GS5,53.122589312,-27.707907687,0.1608178570662489,43071,0.0190533,30.31,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,1.462,778.5528742403418,-15.546635,-17.260059,1.59144519934749,1.1541449147789941e+39,-0.9577396576121942,0.7622901367766075,1.6316681678083718,2.5967104725867483,1.883181518482791e+39,-0.7451078166397309,0.9749219777490707
GN7,17963,189.1534668,62.23099412800001,0.2116058729064601,6.563121649022766,6.48697348830411,1.32018888061785,15532.787290660817,GN2,189.1534668,62.23099412800001,0.1970735463674067,17963,20.1768,18.13,0.285,0.115964,1,0.318642,0.0319827,0.0,0.22425,0.4951,-21.011006,-21.206885,-1,0.1906,2.856,3,0.1906,9.32,0.024886,0.015046,0.0098398,2.86,20.1768,0.875138,-126.94,-1.7001,0.911,975.4354687235498,,,1.32018888061785,1.5028844343206857e+39,-0.8430744136023591,-2.147926702731128,0.6527287168146283,0.8617251939986297,9.809758283348195e+38,-1.0283416936905283,-2.333193982819297
GN7,17963,189.1534668,62.23099412800001,0.2116058729064601,6.563121649022766,6.48697348830411,1.32018888061785,15532.787290660817,GN7,189.1534668,62.23099412800001,0.2116058729064601,17963,20.1768,18.13,0.285,0.115964,1,0.318642,0.0319827,0.0,0.22425,0.4951,-21.011006,-21.206885,-1,0.1906,2.856,3,0.1906,9.32,0.024886,0.015046,0.0098398,2.86,20.1768,0.875138,-126.94,-1.7001,0.911,1056.3867729907774,,,1.32018888061785,1.7626837843563415e+39,-0.773825590721998,-2.078677879850767,0.5897148106050868,0.7785349356964969,1.0394807340483579e+39,-1.003183555561975,-2.308035844690744
GN2,17963,189.1534668,62.23099412800001,0.1970735463674067,0.11618127658698069,0.7543891906649489,0.40150890072397005,15346.482864430154,GN2,189.1534668,62.23099412800001,0.1970735463674067,17963,20.1768,18.13,0.285,0.115964,1,0.318642,0.0319827,0.0,0.22425,0.4951,-21.011006,-21.206885,-1,0.1906,2.856,3,0.1906,9.32,0.024886,0.015046,0.0098398,2.86,20.1768,0.875138,-126.94,-1.7001,0.911,975.4354687235498,,,0.40150890072397005,4.570720796079287e+38,-1.360015306915777,-2.664867596044546,0.1953809896149576,0.07844720636266303,8.930319523916379e+37,-2.069133001918715,-3.3739852910474837
GN2,17963,189.1534668,62.23099412800001,0.1970735463674067,0.11618127658698069,0.7543891906649489,0.40150890072397005,15346.482864430154,GN7,189.1534668,62.23099412800001,0.2116058729064601,17963,20.1768,18.13,0.285,0.115964,1,0.318642,0.0319827,0.0,0.22425,0.4951,-21.011006,-21.206885,-1,0.1906,2.856,3,0.1906,9.32,0.024886,0.015046,0.0098398,2.86,20.1768,0.875138,-126.94,-1.7001,0.911,1056.3867729907774,,,0.40150890072397005,5.360848276874309e+38,-1.2907664840354158,-2.5956187731641847,0.7754724025733767,0.31135907189901246,4.157189893099067e+38,-1.4012001372350653,-2.706052426363834
GS4,27549,53.14471326884141,-27.78544132748693,0.2466535626540622,0.0007064277381128936,5.94629698649478,0.44132892234342297,15982.098673225079,GS4,53.14471326884141,-27.78544132748693,0.2466535626540622,27549,0.830548,0.830548,0.8838,0.00590889,0,0.357846,0.000835027,0.2,1.91872,3.68439,,,0,0.24545,-1.0,2,0.2572,7.96,0.6115,0.34057,0.27093,0.27,0.413798,0.038054,0.563762,-1.785,0.545,1256.2511310718996,-17.124793,-17.651228,0.44132892234342297,8.333122198895609e+38,-1.0991922495295725,-0.7159806367992041,1.213175394421056,0.5354093894334018,1.010953881040404e+39,-1.0152686561464037,-0.6320570434160353
GS3,41882,53.17334823800001,-27.71496352199999,0.2372331423645062,0.006874293503334503,5.92866936393266,1.6055047467413999,15861.32888511297,GS3,53.17334823800001,-27.71496352199999,0.2372331423645062,41882,0.523059,0.523059,0.7601,0.0096436,0,0.485526,0.00197534,0.3,2.4092,8.27127,,,0,0.2501,0.2501,1,0.2448,8.98,0.40662,0.11807,0.28855,0.25,0.589051,0.0783461,0.284671,-0.3389,1.08,1201.8961916247192,-17.47764,-18.478981,1.6055047467413999,2.774839967214167e+39,-0.5767620587971436,-0.3469149564021044,0.2004809277549714,0.32187308114172625,5.563024909986707e+38,-1.274688995380842,-1.0448418929858028
